year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,MIDEAST TENSIONS; Baker Off to Mideast to Put Muscle Behind Bush Threats,,,,World,Foreign Desk,News,article,958,"Iraq; Middle East; United Nations; Bush, George; BAKER, JAMES A 3D; Hussein, Saddam; United States International Relations; SANCTIONS (ECONOMIC); International Relations; EMBARGOES",https://www.nytimes.com/1990/11/04/world/mideast-tensions-baker-off-to-mideast-to-put-muscle-behind-bush-threats.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,"MULLICA HILL JOURNAL;
A Bucolic Crossroads Ties Its Financial Future to the Past","THIS bucolic crossroads, one of the state's oldest settlements, decided a while back to tie its financial future to the past. So far, by most accounts, it's worked out rather well.

""Welcome to Antique Country,"" proclaims a weathered wooden sign off Main Street, where many turn-of-the-century homes double as retail establishments.",,"THIS bucolic crossroads, one of the state's oldest settlements, decided a while back to tie its financial future to the past. So far, by most accounts, it's worked out rather well.

""Welcome to Antique Country,"" proclaims a weathered wooden sign off Main Street, where many turn-of-the-century homes double as retail establishments.",New York,New Jersey Weekly Desk,News,article,1222,"MULLICA HILL (NJ); ANDERSON, ELIZABETH; GEOGRAPHIC PROFILES; Antiques; Handicrafts; Collectors and Collections; Economic Conditions and Trends; Nytravel",https://www.nytimes.com/1990/11/04/nyregion/mullica-hill-journal-a-bucolic-crossroads-ties-its-financial-future.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,SHOPPER'S WORLD; Embroidered Linens a Good Buy in Hong Kong,,,,Travel,Travel Desk,News,article,1752,Hong Kong; EMBROIDERY; LINEN AND LINEN SUPPLIES; Travel and Vacations; Nytravel,https://www.nytimes.com/1990/11/04/travel/shopper-s-world-embroidered-linens-a-good-buy-in-hong-kong.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,"Style Makers; Genevieve Lethu, China and Housewares Designer",,,,Style,Style Desk,News,article,267,"France; LETHU, GENEVIEVE; Design; Tableware",https://www.nytimes.com/1990/11/04/style/style-makers-genevieve-lethu-china-and-housewares-designer.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,"The Executive Life;
When Politics and Profits Just Don't Mix","TIANANMEN Square. The mere mention of Beijing's biggest public plaza brings back horrific memories of the bloody student uprising that was staged there last year and then quashed by the Chinese Government. Relations between the United States and China have since chilled considerably, and Congress has sought to show its disapproval of the Communist Government's violent crackdown through various diplomatic sanctions.

But American executives have not seemed as inclined to back off from China. I.B.M., Exxon and Mobil Oil are just three of the big American corporations with operations in China, and there are scores of trading companies that do business there.",,"TIANANMEN Square. The mere mention of Beijing's biggest public plaza brings back horrific memories of the bloody student uprising that was staged there last year and then quashed by the Chinese Government. Relations between the United States and China have since chilled considerably, and Congress has sought to show its disapproval of the Communist Government's violent crackdown through various diplomatic sanctions.

But American executives have not seemed as inclined to back off from China. I.B.M., Exxon and Mobil Oil are just three of the big American corporations with operations in China, and there are scores of trading companies that do business there.",Business,Financial Desk,News,article,941,"China; FANNING, DEIRDRE; Foreign Investments; United States International Relations; China-International Relations-US; Economic Conditions and Trends; Politics and Government",https://www.nytimes.com/1990/11/04/business/the-executive-life-when-politics-and-profits-just-dont-mix.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,Treasures of the Bibliotheque,,,,Travel,Travel Desk,News,article,1574,Terms not available,https://www.nytimes.com/1990/11/04/travel/treasures-of-the-bibliotheque.html
1990,1990-11-04T05:00:00Z,1990s,Nov-Dec,War? Make the Case,,,,Opinion,Editorial Desk,Editorial,article,687,"Iraq; Kuwait; Middle East; Saudi Arabia; Bush, George; Editorials; United States Armament and Defense",https://www.nytimes.com/1990/11/04/opinion/war-make-the-case.html
1990,1990-11-05T05:00:00Z,,,Japan Loans To China,,,,Business,,,,,,https://www.nytimes.com/1990/11/05/business/japan-loans-to-china.html
1990,1990-11-06T05:00:00Z,,,China Tea Output Off,,,,Business,,,,,,https://www.nytimes.com/1990/11/06/business/china-tea-output-off.html
1990,1990-11-06T05:00:00Z,,,Suzuki in China Deal,,,,Business,,,,,,https://www.nytimes.com/1990/11/06/business/suzuki-in-china-deal.html
1990,1990-11-07T05:00:00Z,,,China Sets Talks in West,,,,Business,,,,,,https://www.nytimes.com/1990/11/07/business/china-sets-talks-in-west.html
1990,1990-11-08T05:00:00Z,,,Chinese Oilfield Policy,,,,Business,,,,,,https://www.nytimes.com/1990/11/08/business/chinese-oilfield-policy.html
1990,1990-11-11T05:00:00Z,,,Denouncing the China Hands,,,,Books,,,,,,https://www.nytimes.com/1990/11/11/books/denouncing-the-china-hands.html
1990,1990-11-14T05:00:00Z,,,China's Trade Surplus,,,,Business,,,,,,https://www.nytimes.com/1990/11/14/business/china-s-trade-surplus.html
1990,1990-11-20T05:00:00Z,,,Devaluation Set by China,,,,Business,,,,,,https://www.nytimes.com/1990/11/20/business/devaluation-set-by-china.html
1990,1990-11-27T05:00:00Z,,,Banking Shift Seen in China,,,,Business,,,,,,https://www.nytimes.com/1990/11/27/business/banking-shift-seen-in-china.html
1990,1990-12-01T05:00:00Z,,,How Can We Forget China's Heroes?,"As the Chinese Foreign Minister dined last night with Secretary of State of James Baker and members of Congress, some of China's most prominent dissidents were being ruthlessly silenced at home. While China is courted ardently for its approval of United Nations resolutions against Iraq, Communist hardliners clearly believe that they may persecute democrats in Beijing with impunity.

The Government of Deng Xiaoping is filing formal charges of counterrevolutionary activities against some of those most dedicated to democracy. It is rumored that one of them, Wang Juntao, may already have been executed.",,,Opinion,,,,,,https://www.nytimes.com/1990/12/01/opinion/how-can-we-forget-chinas-heroes.html
1990,1990-12-11T05:00:00Z,,,Wheat Sale to China,,,,Business,,,,,,https://www.nytimes.com/1990/12/11/business/wheat-sale-to-china.html
1991,1991-01-01T05:00:00Z,1990s,Jan-Feb,KHMER ROUGE GET MORE CHINA ARMS,,,,World,Foreign Desk,News,article,710,Cambodia; Thailand; China; Khmer Rouge; Arms Sales Abroad; CIVIL WAR AND GUERRILLA WARFARE,https://www.nytimes.com/1991/01/01/world/khmer-rouge-get-more-china-arms.html
1991,1991-01-01T05:00:00Z,1990s,Jan-Feb,"Make Way for Bicycles, a Cleaner Way to Go",,,,Opinion,Editorial Desk,Letter,article,506,Terms not available,https://www.nytimes.com/1991/01/01/opinion/l-make-way-for-bicycles-a-cleaner-way-to-go-707091.html
1991,1991-01-02T05:00:00Z,1990s,Jan-Feb,13 Held in Kidnapping of Illegal Alien,,,,New York,Metropolitan Desk,News,article,734,"New York City; Bronx (NYC); FONG, KIN WAH; ILLEGAL ALIENS; Kidnapping; Immigration and Emigration",https://www.nytimes.com/1991/01/02/nyregion/13-held-in-kidnapping-of-illegal-alien.html
1991,1991-01-02T05:00:00Z,1990s,Jan-Feb,"New Delhi Journal; In News-Hungary India, Videotapes Fill the Void",,,,World,Foreign Desk,News,article,1018,India; Recordings (Video); Television; Videotape; News and News Media,https://www.nytimes.com/1991/01/02/world/new-delhi-journal-in-news-hungary-india-videotapes-fill-the-void.html
1991,1991-01-03T05:00:00Z,1990s,Jan-Feb,A Treasure of Kitchen Hand-Me-Downs,"SHOPS devoted to vintage clothing, 50's furniture, used books or costume jewelry are easy to find. But a shrine to second-hand pots and pans? Meet Judy Kaminsky, the proprietor of Cookin' in San Francisco; it may be the only shop dedicated to used cookware. 

""I have what you can't get anymore,"" Ms. Kaminsky said of the 20,000 items -- give or take a few hundred -- that fill her large shop in the East Haight district of the city.  Her ""recycled gourmet appurtenances"" include copper and speckled agateware from the 1890's, old French cafe saucers marked with francs and Pyrex double-boilers that are no longer manufactured.",,"SHOPS devoted to vintage clothing, 50's furniture, used books or costume jewelry are easy to find. But a shrine to second-hand pots and pans? Meet Judy Kaminsky, the proprietor of Cookin' in San Francisco; it may be the only shop dedicated to used cookware. 

""I have what you can't get anymore,"" Ms. Kaminsky said of the 20,000 items -- give or take a few hundred -- that fill her large shop in the East Haight district of the city.  Her ""recycled gourmet appurtenances"" include copper and speckled agateware from the 1890's, old French cafe saucers marked with francs and Pyrex double-boilers that are no longer manufactured.",Home & Garden,Home Desk,News,article,817,"COOKIN' (SAN FRANCISCO STORE); PROBST, BETHAMI; KAMINSKY, JUDY; Cookware",https://www.nytimes.com/1991/01/03/garden/a-treasure-of-kitchen-handmedowns.html
1991,1991-01-03T05:00:00Z,1990s,Jan-Feb,FUTURES/OPTIONS; Gold Prices Fall on Reports Of Mideast Peace Initiatives,,,,Business,Financial Desk,News,article,385,PRICES; Gold,https://www.nytimes.com/1991/01/03/business/futures-options-gold-prices-fall-on-reports-of-mideast-peace-initiatives.html
1991,1991-01-03T05:00:00Z,1990s,Jan-Feb,Immigrants From China Pay Dearly To Be Slaves,,,,New York,Metropolitan Desk,News,article,1061,New York City; KIN WAH FONG; ILLEGAL ALIENS; Kidnapping; Immigration and Emigration; Smuggling,https://www.nytimes.com/1991/01/03/nyregion/immigrants-from-china-pay-dearly-to-be-slaves.html
1991,1991-01-04T05:00:00Z,1990s,Jan-Feb,What Democrats Owe Hong Kong,,,,Opinion,Editorial Desk,Editorial,article,565,Hong Kong; Great Britain; China; International Relations; COLONIES AND TERRITORIES; Editorials; Immigration and Emigration; Freedom and Human Rights,https://www.nytimes.com/1991/01/04/opinion/what-democrats-owe-hong-kong.html
1991,1991-01-05T05:00:00Z,1990s,Jan-Feb,12-Year-Old From China Captures The World Platform-Diving Title,,,,Sports,Sports Desk,News,article,501,"Perth (Australia); FU MINGXIA; Age, Chronological; Diving (Sports Event); Children and Youth",https://www.nytimes.com/1991/01/05/sports/12-year-old-from-china-captures-the-world-platform-diving-title.html
1991,1991-01-05T05:00:00Z,1990s,Jan-Feb,EDITORIAL NOTEBOOK; Ferment in the Think Tanks: Learning to Live With No Global Threat,,,,Opinion,Editorial Desk,Editorial,article,626,United States International Relations; PUBLIC OPINION; Editorials; Think Tanks,https://www.nytimes.com/1991/01/05/opinion/editorial-notebook-ferment-think-tanks-learning-live-with-no-global-threat.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,"ART;
Unusual Images in a Group Exhibition","""THE CONSTRUCTED IMAGE,"" currently on view in the Anthony Giordano Gallery at Dowling College in Oakdale, is a lively, busy exhibition that has considerable breadth.

As a group show concerned with unusual images, it has a fair measure of provocative, disarming and quirky elements readily recognizable. Yet, the dual interest in construction means there is an emphasis, too, on artistic processes that are arbitrary, intuitive and freely inventive.",,"""THE CONSTRUCTED IMAGE,"" currently on view in the Anthony Giordano Gallery at Dowling College in Oakdale, is a lively, busy exhibition that has considerable breadth.

As a group show concerned with unusual images, it has a fair measure of provocative, disarming and quirky elements readily recognizable. Yet, the dual interest in construction means there is an emphasis, too, on artistic processes that are arbitrary, intuitive and freely inventive.",New York,Long Island Weekly Desk,Review,article,822,"Dowling College; Braff, Phyllis; Art; ART SHOWS; Reviews",https://www.nytimes.com/1991/01/06/nyregion/art-unusual-images-in-a-group-exhibition.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,Asian Gangs in New York -- A Special Report; Immigrant Waves From Asia Bring an Underworld Ashore,,,,New York,Metropolitan Desk,Special Report,article,2643,New York City; CHINATOWN (NYC); Youth Gangs; Prostitution; ILLEGAL ALIENS; SURVEYS AND SERIES; Chinese-Americans; EXTORTION; Robberies and Thefts; Organized Crime; Gambling; Vietnamese-Americans; Asian-Americans; Crime and Criminals; Drug Abuse and Traffic,https://www.nytimes.com/1991/01/06/nyregion/asian-gangs-new-york-special-report-immigrant-waves-asia-bring-underworld-ashore.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,"BLACKBOARD;
Peace Corps Not for Novices","LIBERAL arts college students who count the Peace Corps among their postgraduate plansare discovering that it is not a sure bet: they must prepare for the program as carefully as they plan their careers.

Many countries served by the Peace Corps have raised their standards, seeking volunteers with skills tailored to their needs. So these days, prerequisites for liberal arts students include more emphasis on language study, particularly French or Spanish, since many volunteers serve incentral Africa, where French is the dominant language, and Central America. Also stressed are demonstrated leadership abilities and experience as a volunteer or other special requirements, such as first-aid training.",,"LIBERAL arts college students who count the Peace Corps among their postgraduate plansare discovering that it is not a sure bet: they must prepare for the program as carefully as they plan their careers.

Many countries served by the Peace Corps have raised their standards, seeking volunteers with skills tailored to their needs. So these days, prerequisites for liberal arts students include more emphasis on language study, particularly French or Spanish, since many volunteers serve incentral Africa, where French is the dominant language, and Central America. Also stressed are demonstrated leadership abilities and experience as a volunteer or other special requirements, such as first-aid training.",Education,Education Life Supplement,News,article,473,"Peace Corps; BOEHM, RACHEL; Colleges and Universities",https://www.nytimes.com/1991/01/06/education/blackboard-peace-corps-not-for-novices.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,Bridge,,,,Archives,None,News,article,783,Bridge (Card Game),https://www.nytimes.com/1991/01/06/news/bridge-422191.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,"DINING OUT;
French Fare in a Banksville Farmhouse","WORD of a new chef at La Cremaillere inspired our recent revisits to this rustic farmhouse restaurant run with some success since 1962 by ""Robert Meyzen, pere et fils,"" as the father and son owners style themselves. In addition to the work at the stove, we noted several other changes deserving of mention. Lending an oddly modern feel to the old, unpretentious clapboard farmhouse, the entrance addition now provides space for a dramatic indoor staircase massed with plants and seasonal flowers. 

 Inside, the first room, once the antechamber, retains shelves displaying an attractive collection of provincial china but has been put to good dining use. It is now the most pleasant of La Cremaillere's dining rooms. Tables are spaced at easy intervals and ventilation is excellent, both amenities missing in the older areas; and a pretty country print drapes the windows and covers the shades of sconces giving off a golden glow.",,"WORD of a new chef at La Cremaillere inspired our recent revisits to this rustic farmhouse restaurant run with some success since 1962 by ""Robert Meyzen, pere et fils,"" as the father and son owners style themselves. In addition to the work at the stove, we noted several other changes deserving of mention. Lending an oddly modern feel to the old, unpretentious clapboard farmhouse, the entrance addition now provides space for a dramatic indoor staircase massed with plants and seasonal flowers. 

 Inside, the first room, once the antechamber, retains shelves displaying an attractive collection of provincial china but has been put to good dining use. It is now the most pleasant of La Cremaillere's dining rooms. Tables are spaced at easy intervals and ventilation is excellent, both amenities missing in the older areas; and a pretty country print drapes the windows and covers the shades of sconces giving off a golden glow.",New York,Westchester Weekly Desk,Review,article,915,"LA CREMAILLERE (BANKSVILLE, NY, RESTAURANT); Reed, M H; RESTAURANT REVIEWS",https://www.nytimes.com/1991/01/06/nyregion/dining-out-french-fare-in-a-banksville-farmhouse.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,LONG ISLAND JOURNAL,,,,New York,Long Island Weekly Desk,News,article,1159,"New York State; Long Island (NY); HURLEY, ANN M; Taxation; Property Taxes; Real Estate",https://www.nytimes.com/1991/01/06/nyregion/long-island-journal-641091.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,Rewarding the Better Mousetrap,"THE LEVER OF RICHES 
Technological Creativity and Economic Progress.
By Joel Mokyr.
Illustrated. 349 pp. New York:
Oxford University Press. $24.95.",,"THE LEVER OF RICHES 
Technological Creativity and Economic Progress.
By Joel Mokyr.
Illustrated. 349 pp. New York:
Oxford University Press. $24.95.",Books,Book Review Desk,Review,article,2296,"Landes, David S; Mokyr, Joel; BOOK REVIEWS; LEVER OF RICHES, THE (BOOK)",https://www.nytimes.com/1991/01/06/books/rewarding-the-better-mousetrap.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,Ruffles and Furbelows Make a Show of the Late 19th Century,,,,New York,Connecticut Weekly Desk,News,article,962,women; SHOWS (EXHIBITS); APPAREL,https://www.nytimes.com/1991/01/06/nyregion/ruffles-and-furbelows-make-a-show-of-the-late-19th-century.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,TELEVISION; The Couple Next Door? Just Folks Whose Phone Is Tapped,,,,Arts,Arts & Leisure Desk,Review,article,1757,Television; UNDER COVER (TV PROGRAM),https://www.nytimes.com/1991/01/06/arts/television-the-couple-next-door-just-folks-whose-phone-is-tapped.html
1991,1991-01-06T05:00:00Z,1990s,Jan-Feb,Travel Advisory; Bhutan Plans To Double Tourist Visas,,,,Travel,Travel Desk,News,article,354,Bhutan; Travel Restrictions; Visas; Nytravel; Travel and Vacations,https://www.nytimes.com/1991/01/06/travel/travel-advisory-bhutan-plans-to-double-tourist-visas.html
1991,1991-03-01T05:00:00Z,1990s,Mar-Apr,"AFTER THE WAR: UNITED NATIONS; Allies, at U.N., Seek Formal Cease-Fire, Retaining Right to Attack",,,,World,Foreign Desk,News,article,844,"Iraq; Middle East; United Nations; Bush, George; Hussein, Saddam; Arms Sales Abroad; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Persian Gulf War; EMBARGOES",https://www.nytimes.com/1991/03/01/world/after-war-united-nations-allies-un-seek-formal-cease-fire-retaining-right-attack.html
1991,1991-03-01T05:00:00Z,1990s,Mar-Apr,Few in Hong Kong Ask to Be British,,,,World,Foreign Desk,News,article,911,Hong Kong; Great Britain; China; Citizenship; Immigration and Emigration,https://www.nytimes.com/1991/03/01/world/few-in-hong-kong-ask-to-be-british.html
1991,1991-03-01T05:00:00Z,1990s,Mar-Apr,For Children,,,,Arts,Weekend Desk,News,article,1607,Children and Youth; ENTERTAINMENT AND AMUSEMENTS,https://www.nytimes.com/1991/03/01/arts/for-children.html
1991,1991-03-01T05:00:00Z,1990s,Mar-Apr,Review/Art; Gouaches by Eva Hesse From Her Post-School and Pre-Sculpture Days,,,,Arts,Weekend Desk,Review,article,1528,"Hesse, Eva; Reviews; ART SHOWS; Art",https://www.nytimes.com/1991/03/01/arts/review-art-gouaches-by-eva-hesse-from-her-post-school-and-pre-sculpture-days.html
1991,1991-03-01T05:00:00Z,1990s,Mar-Apr,THE MEDIA BUSINESS: Advertising; A Way to Cut the Mustard As the 80's Tactics Get Dull,,,,Business,Financial Desk,News,article,533,Terms not available,https://www.nytimes.com/1991/03/01/business/media-business-advertising-way-cut-mustard-80-s-tactics-get-dull.html
1991,1991-03-02T05:00:00Z,1990s,Mar-Apr,AFTER THE WAR: The White House; Excerpts From Bush's News Conference on Postwar Plans,,,,World,Foreign Desk,Text,article,3364,"Iraq; Kuwait; Middle East; Bush, George; United States International Relations; International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Middle East-International Relations-US; Persian Gulf War; Prisoners of War; United States Armament and Defense",https://www.nytimes.com/1991/03/02/world/after-war-white-house-excerpts-bush-s-conference-postwar-plans.html
1991,1991-03-02T05:00:00Z,1990s,Mar-Apr,AFTER THE WAR: United Nations; U.S. Softens Stance at U.N. On Terms for Resuming War,,,,World,Foreign Desk,News,article,914,"Iraq; Kuwait; China; Middle East; UNION OF SOVIET SOCIALIST REPUBLICS (USSR); SECURITY COUNCIL; United Nations; Bush, George; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Middle East-International Relations-US; Persian Gulf War; United States Armament and Defense",https://www.nytimes.com/1991/03/02/world/after-the-war-united-nations-us-softens-stance-at-un-on-terms-for-resuming-war.html
1991,1991-03-02T05:00:00Z,1990s,Mar-Apr,Disarming the Gulf,,,,Opinion,Editorial Desk,Editorial,article,574,"Iraq; Kuwait; Middle East; Arms Sales Abroad; ARMAMENT, DEFENSE AND MILITARY FORCES; Editorials; Persian Gulf War; United States Armament and Defense",https://www.nytimes.com/1991/03/02/opinion/disarming-the-gulf.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,A La Carte: Comradeship,,,,New York,Long Island Weekly Desk,News,article,628,Restaurants,https://www.nytimes.com/1991/03/03/nyregion/a-la-carte-comradeship.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,AFTER THE WAR: United Nations; U.N. Approves Measure Bolstering Allies' Rights,,,,World,Foreign Desk,News,article,670,"Yemen; Iraq; India; Kuwait; China; Cuba; Middle East; United Nations; Bush, George; United States International Relations; Persian Gulf War; United States Armament and Defense",https://www.nytimes.com/1991/03/03/world/after-the-war-united-nations-un-approves-measure-bolstering-allies-rights.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,ANTIQUES; All Wrapped Up in Silky Kashmir Shawls,,,,Arts,Arts & Leisure Desk,News,article,996,Rhode Island School of Design; Reviews; Textiles; SHOWS (EXHIBITS),https://www.nytimes.com/1991/03/03/arts/antiques-all-wrapped-up-in-silky-kashmir-shawls.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,From War to Peace,,,,Opinion,Editorial Desk,Editorial,article,616,"Iraq; Middle East; Israel; ARMAMENT, DEFENSE AND MILITARY FORCES; International Relations; Editorials; Persian Gulf War; Arms Control and Limitation and Disarmament; Politics and Government; Economic Conditions and Trends",https://www.nytimes.com/1991/03/03/opinion/from-war-to-peace.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,"H. C. Wedgwood, 82; Led China Company",,,,Obituaries,Obituary,Obituary,article,151,"WEDGWOOD, HENSLEIGH C; Biographical Information; DEATHS",https://www.nytimes.com/1991/03/03/obituaries/h-c-wedgwood-82-led-china-company.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,IN SHORT: NONFICTION,,,,Books,Book Review Desk,Review,article,281,"BINYAN, LIU; BOOK REVIEWS; CHINA'S CRISIS, CHINA'S HOPE (BOOK)",https://www.nytimes.com/1991/03/03/books/in-short-nonfiction-531091.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,723,NO INDEX TERMS,https://www.nytimes.com/1991/03/03/nyregion/news-summary-803091.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,Perspectives: Fifth Avenue; Retailers Place Heavy Chips on the 50's,,,,Real Estate,Real Estate Desk,News,article,1342,New York City; FIFTH AVENUE (NYC); TAKASHIMAYA CO; RETAIL STORES AND TRADE,https://www.nytimes.com/1991/03/03/realestate/perspectives-fifth-avenue-retailers-place-heavy-chips-on-the-50-s.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,"Sunday Outing; Worth $35 to a Wrecker, Boscobel Is Now a Gem",,,,Archives,None,News,article,974,"Garrison (NY); General Services Administration; Wallace, Lila Acheson; Historic Buildings and Sites; RESTORATION AND REHABILITATION; BOSCOBEL (HISTORIC HOME) (GARRISON, NY); Nytravel",https://www.nytimes.com/1991/03/03/news/sunday-outing-worth-35-to-a-wrecker-boscobel-is-now-a-gem.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,ZOO REVIEW; BERLIN,,,,Magazine,Sophisticated Traveler Magazine,News,article,418,Berlin (Germany); Berlin Zoo; Zoos; Nytravel; Travel and Vacations,https://www.nytimes.com/1991/03/03/magazine/zoo-review-berlin.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,ZOO REVIEW; LONDON,,,,Magazine,Sophisticated Traveler Magazine,News,article,426,LONDON (ENG); London Zoo; Zoos; Travel and Vacations; Nytravel,https://www.nytimes.com/1991/03/03/magazine/zoo-review-london.html
1991,1991-03-03T05:00:00Z,1990s,Mar-Apr,ZOO REVIEW; MEXICO,,,,Magazine,Sophisticated Traveler Magazine,News,article,315,Mexico City (Mexico); MEXICO CITY ZOO; Zoos; Travel and Vacations; Nytravel,https://www.nytimes.com/1991/03/03/magazine/zoo-review-mexico.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,60-Minute Gourmet,,,,Home & Garden,Living Desk,News,article,683,Cooking and Cookbooks; Recipes,https://www.nytimes.com/1991/05/01/garden/60-minute-gourmet-605091.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,Book Notes,,,,Books,Cultural Desk,News,article,913,"Little Brown & Co; SCHOLASTIC INC; HOLT, HENRY; Aaron, Hank; Low, Alice; Mantle, Mickey; PEPE, PHIL; ZHENSUN, ZHEN; YANI, WANG; Grafton, Sue; AARON, HENRY; Baseball; Books and Literature; I HAD A HAMMER: THE HANK AARON STORY (BOOK); MY FAVORITE SUMMER 1956 (BOOK); A YOUNG PAINTER (BOOK)",https://www.nytimes.com/1991/05/01/books/book-notes-540191.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,Bush Denies Satellite Parts to China,,,,World,Foreign Desk,News,article,737,"China; Bush, George; Arms Sales Abroad; ARMAMENT, DEFENSE AND MILITARY FORCES; International Trade and World Market; COMMUNICATIONS SATELLITES; Third World and Developing Countries",https://www.nytimes.com/1991/05/01/world/bush-denies-satellite-parts-to-china.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,FUTURES/OPTIONS; Cotton Sets 10-Month High; Heavy Rains in Delta Cited,,,,Business,Financial Desk,News,article,388,Cotton; PRICES; FUTURES TRADING,https://www.nytimes.com/1991/05/01/business/futures-options-cotton-sets-10-month-high-heavy-rains-in-delta-cited.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,INSIDE,,,,New York,Metropolitan Desk,Summary,article,201,NO INDEX TERMS,https://www.nytimes.com/1991/05/01/nyregion/inside-349291.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,997,NO INDEX TERMS,https://www.nytimes.com/1991/05/01/nyregion/news-summary-374391.html
1991,1991-05-01T05:00:00Z,1990s,May-Jun,"Taiwan Ends Emergency Decree, Opening Way to Closer China Ties",,,,World,Foreign Desk,News,article,605,China; Taiwan; Lee Teng-Hui; Politics and Government,https://www.nytimes.com/1991/05/01/world/taiwan-ends-emergency-decree-opening-way-to-closer-china-ties.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,AFTER THE WAR; U.S. Wants Iraq to Finance Kurdish Relief Operations,,,,World,Foreign Desk,News,article,909,"Iraq; Bush, George; Hussein, Saddam; United States International Relations; Kurds; REFUGEES AND EXPATRIATES",https://www.nytimes.com/1991/05/02/world/after-the-war-us-wants-iraq-to-finance-kurdish-relief-operations.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,Angola Agrees On a Cease-Fire With Guerrillas,,,,World,Foreign Desk,News,article,1022,"Portugal; Angola; UNION OF SOVIET SOCIALIST REPUBLICS (USSR); United Nations; Savimbi, Jonas; Dos Santos, Jose Eduardo; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; CIVIL WAR AND GUERRILLA WARFARE; Elections; Foreign Aid",https://www.nytimes.com/1991/05/02/world/angola-agrees-on-a-cease-fire-with-guerrillas.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,Cambodia's Voiceless - A special report.; No Haven From Agony for Cambodians,,,,World,Foreign Desk,Special Report,article,3018,Cambodia; Vietnam; Khmer Rouge; SURVEYS AND SERIES; Politics and Government; CIVIL WAR AND GUERRILLA WARFARE; REFUGEES AND EXPATRIATES,https://www.nytimes.com/1991/05/02/world/cambodia-s-voiceless-a-special-report-no-haven-from-agony-for-cambodians.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,Chinese Occupation Denies Tibet's Rights,,,,Opinion,Editorial Desk,Letter,article,452,"China; Tibet; MORRIS, KATRINA K",https://www.nytimes.com/1991/05/02/opinion/l-chinese-occupation-denies-tibet-s-rights-415591.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,Chinese Ties: Frosty to Icy,,,,World,Foreign Desk,An Analysis; News Analysis,article,838,"China; Bush, George; United States International Relations; China-International Relations-US",https://www.nytimes.com/1991/05/02/world/chinese-ties-frosty-to-icy.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,"IN THE IRISH SOUTH, SOME COMPROMISE",,,,World,Foreign Desk,News,article,794,Ireland; Great Britain; Northern Ireland; Violence; PUBLIC OPINION,https://www.nytimes.com/1991/05/02/world/in-the-irish-south-some-compromise.html
1991,1991-05-02T05:00:00Z,1990s,May-Jun,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,1087,NO INDEX TERMS,https://www.nytimes.com/1991/05/02/nyregion/news-summary-839291.html
