year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url
1990,1990-01-01T05:00:00Z,1990s,Jan-Feb,Mixed Reviews for Hong Kong's Cultural Center,,,,Arts,Cultural Desk,News,article,1093,Hong Kong; Architecture; Culture; Nytravel; HONG KONG CULTURAL CENTER,https://www.nytimes.com/1990/01/01/arts/mixed-reviews-for-hong-kong-s-cultural-center.html
1990,1990-01-01T05:00:00Z,1990s,Jan-Feb,UPHEAVAL IN THE EAST;   Jackson Says Panama Took Focus Off China,,,,World,Foreign Desk,News,article,245,"Panama; China; Bush, George; Jackson, Jesse L; United States International Relations; Politics and Government; PANAMA-INTERNATIONAL RELATIONS-US; China-International Relations-US; United States Armament and Defense",https://www.nytimes.com/1990/01/01/world/upheaval-in-the-east-jackson-says-panama-took-focus-off-china.html
1990,1990-01-01T05:00:00Z,1990s,Jan-Feb,"Washington Talk;   For Bush in 1989, the Focus Was Foreign Policy",,,,U.S.,National Desk,News,article,766,"Bush, George; United States International Relations",https://www.nytimes.com/1990/01/01/us/washington-talk-for-bush-in-1989-the-focus-was-foreign-policy.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,"10,000 in Hong Kong Rally for a Free China",,,,World,Foreign Desk,News,article,180,Hong Kong; China; Demonstrations and Riots,https://www.nytimes.com/1990/01/02/world/10000-in-hong-kong-rally-for-a-free-china.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,"Beijing Journal;   On the Stifled Campuses, Faint Echoes of Dissent",,,,World,Foreign Desk,News,article,1150,China; Propaganda; Colleges and Universities; Demonstrations and Riots,https://www.nytimes.com/1990/01/02/world/beijing-journal-on-the-stifled-campuses-faint-echoes-of-dissent.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,Continents In Motion: Patchwork Process,,,,Science,Science Desk,News,article,2000,CONTINENTS; Geology,https://www.nytimes.com/1990/01/02/science/continents-in-motion-patchwork-process.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,"New Decade, New World, New Strategy",,,,Opinion,Editorial Desk,Op-Ed,article,939,Nineteen Hundred Nineties; United States International Relations,https://www.nytimes.com/1990/01/02/opinion/new-decade-new-world-new-strategy.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,Reason and Law Reject Our Panama Invasion;   Light From Europe,,,,Opinion,Editorial Desk,Letter,article,492,Terms not available,https://www.nytimes.com/1990/01/02/opinion/l-reason-and-law-reject-our-panama-invasion-light-from-europe-526790.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,Steel Problems in China,,,,Business,Financial Desk,News,article,136,China; International Trade and World Market; Currency; Steel and Iron,https://www.nytimes.com/1990/01/02/business/steel-problems-in-china.html
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,"WALL STREET OUTLOOK;

Dollar Fails to Heed Analysts' Predictions","LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.",,"LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.",Business,Financial Desk,News,article,792,"United States; WEST GERMANY; Fuerbringer, Jonathan; Currency; INTERNATIONAL MONETARY SYSTEM; Forecasts; NINETEEN HUNDRED NINETY",https://www.nytimes.com/1990/01/02/business/wall-street-outlook-dollar-fails-to-heed-analysts-predictions.html
1990,1990-01-03T05:00:00Z,1990s,Jan-Feb,"Kawaguchi Journal;   Fellow Asians, Yes, but Where's the Fellowship?",,,,World,Foreign Desk,News,article,1130,"Japan; Bangladesh; Pakistan; KAWAGUCHI (JAPAN); Social Conditions and Trends; FOREIGN LABOR; LABOR; FOREIGN POPULATION AND FOREIGN DESCENT GROUPS; RACIAL RELATIONS; MINORITIES (ETHNIC, RACIAL, RELIGIOUS); Immigration and Emigration",https://www.nytimes.com/1990/01/03/world/kawaguchi-journal-fellow-asians-yes-but-where-s-the-fellowship.html
1990,1990-01-03T05:00:00Z,1990s,Jan-Feb,METROPOLITAN DIARY,,,,Home & Garden,Living Desk,News,article,677,METROPOLITAN DIARY (TIMES COLUMN),https://www.nytimes.com/1990/01/03/garden/metropolitan-diary-809590.html
1990,1990-01-03T05:00:00Z,1990s,Jan-Feb,To Lithuania: Stay Put,"LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.",,"LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.",Opinion,Editorial Desk,Op-Ed,article,701,"UNION OF SOVIET SOCIALIST REPUBLICS (USSR); Lithuania; Schaeffer, Robert",https://www.nytimes.com/1990/01/03/opinion/to-lithuania-stay-put.html
1990,1990-01-03T05:00:00Z,1990s,Jan-Feb,U.S. Aid for Khmer Rouge Is Repugnant,,,,Opinion,Editorial Desk,Letter,article,425,"Cambodia; Khmer Rouge; KOLSKY, PETER J; United States International Relations",https://www.nytimes.com/1990/01/03/opinion/l-us-aid-for-khmer-rouge-is-repugnant-569990.html
1990,1990-01-04T05:00:00Z,1990s,Jan-Feb,China Faults Report on 2 Rebels,,,,World,Foreign Desk,News,article,400,China; United States Foreign Service; Fang Lizhi; LI SHUXIAN; United States International Relations; China-International Relations-US; Demonstrations and Riots; Freedom and Human Rights,https://www.nytimes.com/1990/01/04/world/china-faults-report-on-2-rebels.html
1990,1990-01-04T05:00:00Z,1990s,Jan-Feb,News Summary,,,,New York,Metropolitan Desk,Summary,article,848,NO INDEX TERMS,https://www.nytimes.com/1990/01/04/nyregion/news-summary-075490.html
1990,1990-01-04T05:00:00Z,1990s,Jan-Feb,"The Peabody, Ready or Not, Is Pushed to Go Out on Its Own",,,,Arts,Cultural Desk,News,article,1286,PEABODY CONSERVATORY; Johns Hopkins University; Reform and Reorganization; Finances,https://www.nytimes.com/1990/01/04/arts/the-peabody-ready-or-not-is-pushed-to-go-out-on-its-own.html
1990,1990-01-04T05:00:00Z,1990s,Jan-Feb,The Soviets' Terminal Crisis,,,,Opinion,Editorial Desk,Op-Ed,article,1914,"UNION OF SOVIET SOCIALIST REPUBLICS (USSR); Daedalus; Z; Gorbachev, Mikhail S; Reform and Reorganization; Economic Conditions and Trends",https://www.nytimes.com/1990/01/04/opinion/the-soviets-terminal-crisis.html
1990,1990-01-05T05:00:00Z,1990s,Jan-Feb,U.S. Accused of Failing to Assail Rights Abuse,,,,World,Foreign Desk,News,article,427,"Human Rights Watch; State Department; Bush, George; United States International Relations",https://www.nytimes.com/1990/01/05/world/us-accused-of-failing-to-assail-rights-abuse.html
1990,1990-01-05T05:00:00Z,1990s,Jan-Feb,"With Official Permission, Change Stirs Mongolia",,,,World,Foreign Desk,News,article,960,Mongolia; ULAN BATUR (MONGOLIA); Reform and Reorganization; Demonstrations and Riots,https://www.nytimes.com/1990/01/05/world/with-official-permission-change-stirs-mongolia.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,"A Hero in Canton, a Harbinger of Prosperity",,,,World,Foreign Desk,News,article,728,China; Guangdong Province (China); YE XUANPING,https://www.nytimes.com/1990/03/01/world/a-hero-in-canton-a-harbinger-of-prosperity.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,"From Siberia, Songs of Love and Shaman's Dances",,,,Arts,Cultural Desk,News,article,1166,"SAKHALIN ISLAND (USSR); Asia Society; GORDON, BEATE; Music; Culture; Dancing",https://www.nytimes.com/1990/03/01/arts/from-siberia-songs-of-love-and-shaman-s-dances.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,GRUMBLING GROWS IN CHINA'S MILITARY,,,,World,Foreign Desk,News,article,858,"China; ARMAMENT, DEFENSE AND MILITARY FORCES; Demonstrations and Riots; Freedom and Human Rights",https://www.nytimes.com/1990/03/01/world/grumbling-grows-in-china-s-military.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,Mourners Recall Iphigene Ochs Sulzberger's Ideals,,,,New York,Metropolitan Desk,News,article,976,"New York Times; Sulzberger, Iphigene Ochs; DEATHS",https://www.nytimes.com/1990/03/01/nyregion/mourners-recall-iphigene-ochs-sulzberger-s-ideals.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,Peace Talks on Cambodia Break Down,,,,World,Foreign Desk,News,article,755,Cambodia; United Nations; CIVIL WAR AND GUERRILLA WARFARE; Elections,https://www.nytimes.com/1990/03/01/world/peace-talks-on-cambodia-break-down.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,Regiments of Flowers Protesting Winter's Iron Rule,,,,Home & Garden,Home Desk,News,article,1708,New York City; Philadelphia (Pa); NEW ENGLAND; Flowers and Plants; SHOWS (EXHIBITS),https://www.nytimes.com/1990/03/01/garden/regiments-of-flowers-protesting-winter-s-iron-rule.html
1990,1990-03-01T05:00:00Z,1990s,Mar-Apr,"Still Mysterious, Architect Gets Her Due",,,,Home & Garden,Home Desk,News,article,1026,"WHITNEY MUSEUM; WASHBURN, ALICE; Architecture; Photography; SHOWS (EXHIBITS)",https://www.nytimes.com/1990/03/01/garden/still-mysterious-architect-gets-her-due.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,Asian Population in U.S. Grew by 70% in the 80's,,,,U.S.,National Desk,News,article,1086,United States; Census Bureau; Population; Asian-Americans,https://www.nytimes.com/1990/03/02/us/asian-population-in-us-grew-by-70-in-the-80-s.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,Flower Show: A Thousand and One Fantasies in Bloom,,,,Arts,Weekend Desk,News,article,856,New York City; Flowers and Plants; SHOWS (EXHIBITS),https://www.nytimes.com/1990/03/02/arts/flower-show-a-thousand-and-one-fantasies-in-bloom.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,Hong Kong Warned on Passport Plan,,,,World,Foreign Desk,News,article,562,Hong Kong; Great Britain; China; Immigration and Emigration,https://www.nytimes.com/1990/03/02/world/hong-kong-warned-on-passport-plan.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,NEW SUMMARY,,,,New York,Metropolitan Desk,Summary,article,949,NO INDEX TERMS,https://www.nytimes.com/1990/03/02/nyregion/new-summary.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,"Polk Awards in Journalism Given To 15, Including 5 From The Times",,,,New York,Metropolitan Desk,News,article,480,"New York Times; Engelberg, Stephen; Kristof, Nicholas D; Gordon, Michael R; HECHINGER, FRED M; Wudunn, Sheryl; Awards, Decorations and Honors; News and News Media; POLK, GEORGE, AWARDS IN JOURNALISM",https://www.nytimes.com/1990/03/02/nyregion/polk-awards-in-journalism-given-to-15-including-5-from-the-times.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,Reviews Film;   Technology and Chicken Soup in 'The Laserman',,,,Movies,Weekend Desk,Review,article,619,"Reviews; MOTION PICTURES; LASERMAN, THE (MOVIE)",https://www.nytimes.com/1990/03/02/movies/reviews-film-technology-and-chicken-soup-in-the-laserman.html
1990,1990-03-02T05:00:00Z,1990s,Mar-Apr,WEEKENDER GUIDE,,,,Arts,Weekend Desk,News,article,1235,ENTERTAINMENT AND AMUSEMENTS; WEEKENDER GUIDE (TIMES COLUMN),https://www.nytimes.com/1990/03/02/arts/weekender-guide.html
1990,1990-03-03T05:00:00Z,1990s,Mar-Apr,2 Investor Groups Go To Waterford's Aid,,,,Business,Financial Desk,News,article,1172,"Waterford Wedgwood Plc; MORGAN STANLEY & CO; O'Reilly, Anthony J F; Mergers, Acquisitions and Divestitures; Finances",https://www.nytimes.com/1990/03/03/business/2-investor-groups-go-to-waterford-s-aid.html
1990,1990-03-03T05:00:00Z,1990s,Mar-Apr,"BUSINESS DIGEST, SATURDAY, MARCH 3, 1990",,,,Business,Financial Desk,Summary,article,583,NO INDEX TERMS; BUSINESS DIGEST (NYT),https://www.nytimes.com/1990/03/03/business/business-digest-saturday-march-3-1990.html
1990,1990-03-03T05:00:00Z,1990s,Mar-Apr,GYMNASTICS;   Top Cuban To Reveal His Talents,,,,Sports,Sports Desk,News,article,588,"Martinez, Felix; Gymnastics",https://www.nytimes.com/1990/03/03/sports/gymnastics-top-cuban-to-reveal-his-talents.html
1990,1990-03-04T05:00:00Z,1990s,Mar-Apr,IN A BYGONE WORLD OF THE FUTURE,,,,Books,Book Review Desk,Review,article,626,"WINGROVE, DAVID; BOOK REVIEWS; CHUNG KUO (BOOK)",https://www.nytimes.com/1990/03/04/books/in-a-bygone-world-of-the-future.html
1990,1990-03-04T05:00:00Z,1990s,Mar-Apr,Storm Signals Flying on U.S.-China Relations,,,,World,Foreign Desk,News,article,666,China; United States Foreign Service; State Department; Fang Lizhi; United States International Relations; China-International Relations-US; Demonstrations and Riots; Freedom and Human Rights,https://www.nytimes.com/1990/03/04/world/storm-signals-flying-on-us-china-relations.html
1990,1990-03-04T05:00:00Z,1990s,Mar-Apr,World Trip,,,,Travel,Travel Desk,Letter,article,266,"Feld, Jane; Nytravel; Travel and Vacations",https://www.nytimes.com/1990/03/04/travel/l-world-trip-750990.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,Boom in Poaching Threatens Bears Worldwide,,,,Science,Science Desk,News,article,1982,"Far East, South and Southeast Asia and Pacific Areas; BEAR RESEARCH AND MANAGEMENT, INTERNATIONAL ASSOCIATION FOR; SERVHEEN, CHRISTOPHER; Bears; Hunting and Trapping; POACHING; Endangered and Extinct Species; Medicine and Health",https://www.nytimes.com/1990/05/01/science/boom-in-poaching-threatens-bears-worldwide.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,INSIDE,,,,New York,Metropolitan Desk,Summary,article,196,NO INDEX TERMS,https://www.nytimes.com/1990/05/01/nyregion/inside-020990.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,MARTIAL LAW ENDS IN TIBET'S CAPITAL,,,,World,Foreign Desk,News,article,677,China; Tibet; Martial Law; Politics and Government; Freedom and Human Rights,https://www.nytimes.com/1990/05/01/world/martial-law-ends-in-tibet-s-capital.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,1017,NO INDEX TERMS,https://www.nytimes.com/1990/05/01/nyregion/news-summary-032690.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,"On Right, Signs of Discontent With Bush",,,,U.S.,National Desk,News,article,1360,"UNION OF SOVIET SOCIALIST REPUBLICS (USSR); Lithuania; Bush, George; Nickles, Don; HUMPHREY, GORDON J; United States International Relations; United States Politics and Government; Independence Movements; Conservatism (US Politics)",https://www.nytimes.com/1990/05/01/us/on-right-signs-of-discontent-with-bush.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,Patterns,,,,Style,Style Desk,News,article,918,China; APPAREL,https://www.nytimes.com/1990/05/01/style/patterns-053890.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,U.S. Says China Sent Large Arms Supplies to Khmer Rouge,,,,World,Foreign Desk,News,article,912,"Cambodia; China; Khmer Rouge; Bush, George; United States International Relations; International Relations; CIVIL WAR AND GUERRILLA WARFARE",https://www.nytimes.com/1990/05/01/world/us-says-china-sent-large-arms-supplies-to-khmer-rouge.html
1990,1990-05-01T05:00:00Z,1990s,May-Jun,What Chinese Marxists Mean by Dictatorship,,,,Opinion,Editorial Desk,Letter,article,243,"China; Mao Zedong; BORJA, Q M; Li Peng; Politics and Government",https://www.nytimes.com/1990/05/01/opinion/l-what-chinese-marxists-mean-by-dictatorship-872490.html
1990,1990-05-02T05:00:00Z,1990s,May-Jun,Alzheimer's and Architecture: A Search for Order,,,,U.S.,National Desk,News,article,1388,Alzheimer's Disease; Interior Design; Design; Architecture; Nursing Homes,https://www.nytimes.com/1990/05/02/us/alzheimer-s-and-architecture-a-search-for-order.html
1990,1990-05-02T05:00:00Z,1990s,May-Jun,Deadline Eased on Order Voiding Sale of a U.S. Company to China,,,,World,Foreign Desk,News,article,538,"China; MAMCO MANUFACTURING CO; Bush, George; Foreign Investments; United States International Relations",https://www.nytimes.com/1990/05/02/world/deadline-eased-on-order-voiding-sale-of-a-us-company-to-china.html
1990,1990-05-02T05:00:00Z,1990s,May-Jun,News Summary,,,,New York,Metropolitan Desk,Summary,article,1001,NO INDEX TERMS,https://www.nytimes.com/1990/05/02/nyregion/news-summary-311190.html
1990,1990-05-02T05:00:00Z,1990s,May-Jun,Review/Television;   Nixon On His Ups and Downs and Ups,,,,Arts,Cultural Desk,Review,article,794,"WNET; Nixon, Richard Milhous; Reviews; Television",https://www.nytimes.com/1990/05/02/arts/review-television-nixon-on-his-ups-and-downs-and-ups.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,A Way to Pressure Beijing,"LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.",,"LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.",Opinion,Editorial Desk,Op-Ed,article,691,"China; Tiananmen Square (Beijing); Burkhalter, Holly; BUSH, GEORGE (PRES); Fang Lizhi; United States International Relations; SANCTIONS (ECONOMIC); Demonstrations and Riots; Freedom and Human Rights; Immigration and Emigration; Political Prisoners; International Trade and World Market; MOST-FAVORED NATION TREATMENT",https://www.nytimes.com/1990/05/03/opinion/a-way-to-pressure-beijing.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,Asia Bank Chief Sees 90's Challenge,,,,Business,Financial Desk,News,article,414,"Europe; Far East, South and Southeast Asia and Pacific Areas; Asian Development Bank; TARUMIZU, KIMIMASA",https://www.nytimes.com/1990/05/03/business/asia-bank-chief-sees-90-s-challenge.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,FUTURES/OPTIONS;   Soybean Prices Advance; Grains Rise and Oil Drops,,,,Business,Financial Desk,News,article,456,PRICES; Oil (Petroleum) and Gasoline; FUTURES TRADING; Grain; Soybeans,https://www.nytimes.com/1990/05/03/business/futures-options-soybean-prices-advance-grains-rise-and-oil-drops.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,Guilin Journal;   China's Arms Wide Open for Army From Taiwan,,,,World,Foreign Desk,News,article,820,China; Taiwan; Travel Restrictions; Nytravel; Travel and Vacations,https://www.nytimes.com/1990/05/03/world/guilin-journal-china-s-arms-wide-open-for-army-from-taiwan.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,891,NO INDEX TERMS,https://www.nytimes.com/1990/05/03/nyregion/news-summary-637090.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,Plant Sales Coming Up All Over,,,,Home & Garden,Home Desk,News,article,497,Flowers and Plants,https://www.nytimes.com/1990/05/03/garden/plant-sales-coming-up-all-over.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,Pro-Rebel Ship Nears China,,,,World,Foreign Desk,News,article,121,China; Radio,https://www.nytimes.com/1990/05/03/world/pro-rebel-ship-nears-china.html
1990,1990-05-03T05:00:00Z,1990s,May-Jun,U.S. SEEKS TO EASE TECHNOLOGY SALES IN EASTERN EUROPE,,,,Business,Financial Desk,News,article,1119,"EUROPE, EAST; United States; UNION OF SOVIET SOCIALIST REPUBLICS (USSR); House Committee on Foreign Affairs; North Atlantic Treaty Organization; Bush, George; International Trade and World Market; TELECOMMUNICATIONS; MACHINE TOOLS AND DIES; Science and Technology; DATA PROCESSING (COMPUTERS); EMBARGOES",https://www.nytimes.com/1990/05/03/business/us-seeks-to-ease-technology-sales-in-eastern-europe.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,"BEST SELLERS: July 1, 1990",,,,Books,Book Review Desk,List,article,1057,NO INDEX TERMS,https://www.nytimes.com/1990/07/01/books/best-sellers-july-1-1990.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,CHINESE REPLACING REGIONAL OFFICIALS,,,,World,Foreign Desk,News,article,611,"China; ARMAMENT, DEFENSE AND MILITARY FORCES; Politics and Government; Demonstrations and Riots; Freedom and Human Rights",https://www.nytimes.com/1990/07/01/world/chinese-replacing-regional-officials.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,DEAN RUSK'S PERSONAL TRUCE,,,,Books,Book Review Desk,Review,article,1700,"RUSK, RICHARD; PAPP, DANIEL S; RUSK, DEAN; BOOK REVIEWS; AS I SAW IT (BOOK)",https://www.nytimes.com/1990/07/01/books/dean-rusk-s-personal-truce.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,"For a Rose Fancier, The Older, the Better",,,,New York,Connecticut Weekly Desk,News,article,1144,"CHRISTOPHER, THOMAS; ROSES; Flowers and Plants; IN SEARCH OF LOST ROSES (BOOK)",https://www.nytimes.com/1990/07/01/nyregion/for-a-rose-fancier-the-older-the-better.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,HEADLINERS;   Free and Clear,,,,Week in Review,Week in Review Desk,News,article,228,China; Fang Lizhi; Politics and Government; Freedom and Human Rights,https://www.nytimes.com/1990/07/01/weekinreview/headliners-free-and-clear.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,HOME ENTERTAINMENT/VIDEO: CRITICS' CHOICES;   Doing Divorces the Way They Were,,,,Movies,Arts and Leisure Desk,Review,article,495,"Recordings (Video); MOTION PICTURES; Reviews; WAR OF THE ROSES, THE (MOVIE); ADAMS RIB (MOVIE); GAY DIVORCEE, THE (MOVIE); Woman of the Year (Movie); My Favorite Wife (Movie); PALM BEACH STORY (MOVIE)",https://www.nytimes.com/1990/07/01/movies/home-entertainment-video-critics-choices-doing-divorces-the-way-they-were.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,"LONG ISLAND SOUND;

Eastward, or Westward, Ho!","LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.",,"LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.",New York,Long Island Weekly Desk,News,article,888,"KLAUS, BARBARA; Travel and Vacations",https://www.nytimes.com/1990/07/01/nyregion/long-island-sound-eastward-or-westward-ho.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,658,NO INDEX TERMS,https://www.nytimes.com/1990/07/01/nyregion/news-summary-434390.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,No Headline,,,,New York,Westchester Weekly Desk,News,article,1203,"Westchester County (NY); Charles, Eleanor; ENTERTAINMENT AND AMUSEMENTS",https://www.nytimes.com/1990/07/01/nyregion/no-headline-991390.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,Rating the Orient-Express,,,,Travel,Travel Desk,News,article,2547,Terms not available,https://www.nytimes.com/1990/07/01/travel/rating-the-orient-express.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,Room and Board on Europe's Trains,,,,Travel,Travel Desk,News,article,3071,Europe; Railroads; Travel and Vacations; Nytravel,https://www.nytimes.com/1990/07/01/travel/room-and-board-on-europe-s-trains.html
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,THE PRIME OF PAT SCHROEDER,,,,Magazine,Magazine Desk,News,article,5001,"United States; CONGRESS; Schroeder, Patricia; Biographical Information",https://www.nytimes.com/1990/07/01/magazine/the-prime-of-pat-schroeder.html
1990,1990-07-02T05:00:00Z,1990s,Jul-Aug,"Big Aims, Small Means on Cambodia",,,,Opinion,Editorial Desk,Editorial,article,486,"Cambodia; Vietnam; Khmer Rouge; Bush, George; NORODOM SIHANOUK; United States International Relations; International Relations; Editorials; CIVIL WAR AND GUERRILLA WARFARE",https://www.nytimes.com/1990/07/02/opinion/big-aims-small-means-on-cambodia.html
1990,1990-07-02T05:00:00Z,1990s,Jul-Aug,China Counts Its Billion-Plus Noses,,,,World,Foreign Desk,News,article,870,China; Population; Census,https://www.nytimes.com/1990/07/02/world/china-counts-its-billion-plus-noses.html
1990,1990-07-02T05:00:00Z,1990s,Jul-Aug,INSIDE,,,,New York,Metropolitan Desk,Summary,article,162,NO INDEX TERMS,https://www.nytimes.com/1990/07/02/nyregion/inside-628090.html
1990,1990-07-02T05:00:00Z,1990s,Jul-Aug,INTERNATIONAL REPORT;   A 2d-Quarter Rebound for the World's Markets,,,,Business,Financial Desk,News,article,1051,Stocks and Bonds,https://www.nytimes.com/1990/07/02/business/international-report-a-2d-quarter-rebound-for-the-world-s-markets.html
1990,1990-07-02T05:00:00Z,1990s,Jul-Aug,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,919,NO INDEX TERMS,https://www.nytimes.com/1990/07/02/nyregion/news-summary-620190.html
1990,1990-07-03T05:00:00Z,1990s,Jul-Aug,"Evolution in Europe;   With Nonreaders Gone, Marxism's Journal Fails",,,,World,Foreign Desk,News,article,799,Czechoslovakia; UNION OF SOVIET SOCIALIST REPUBLICS (USSR); PROBLEMS OF PEACE AND SOCIALISM; Roman Catholic Church; Shutdowns (Institutional); Politics and Government,https://www.nytimes.com/1990/07/03/world/evolution-in-europe-with-nonreaders-gone-marxism-s-journal-fails.html
1990,1990-07-03T05:00:00Z,1990s,Jul-Aug,NEWS SUMMARY,,,,New York,Metropolitan Desk,Summary,article,948,NO INDEX TERMS,https://www.nytimes.com/1990/07/03/nyregion/news-summary-857690.html
1990,1990-07-03T05:00:00Z,1990s,Jul-Aug,Wuzhong Journal;   A Corner of China Where the Minaret Stands Tall,,,,World,Foreign Desk,News,article,995,NINGXIA (CHINA); China; XINJIANG PROVINCE (CHINA); Politics and Government; Islam,https://www.nytimes.com/1990/07/03/world/wuzhong-journal-a-corner-of-china-where-the-minaret-stands-tall.html
1990,1990-09-01T05:00:00Z,1990s,Sep-Oct,Bikes Just Lack 'Curb Appeal',,,,Opinion,Editorial Desk,Op-Ed,article,584,WORLD TRADE CENTER (NYC); New York City; Parking; Bicycles and Bicycling,https://www.nytimes.com/1990/09/01/opinion/bikes-just-lack-curb-appeal.html
1990,1990-09-01T05:00:00Z,1990s,Sep-Oct,Cambodia Gives Partial Backing To U.N. Plan for Ending the War,,,,World,Foreign Desk,News,article,678,"Cambodia; Vietnam; United Nations; Hun Sen; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; International Relations; Politics and Government; CIVIL WAR AND GUERRILLA WARFARE; Elections",https://www.nytimes.com/1990/09/01/world/cambodia-gives-partial-backing-to-un-plan-for-ending-the-war.html
1990,1990-09-01T05:00:00Z,1990s,Sep-Oct,RESULTS PLUS,,,,Sports,Sports Desk,News,article,272,NO INDEX TERMS,https://www.nytimes.com/1990/09/01/sports/results-plus-189990.html
1990,1990-09-02T05:00:00Z,1990s,Sep-Oct,CONNECTICUT GUIDE,,,,New York,Connecticut Weekly Desk,News,article,1069,"Connecticut; Charles, Eleanor; NO INDEX TERMS",https://www.nytimes.com/1990/09/02/nyregion/connecticut-guide-878390.html
1990,1990-09-02T05:00:00Z,1990s,Sep-Oct,Chinese Exiles Fight for Change and Attention,,,,World,Foreign Desk,News,article,735,China; CHINESE ALLIANCE FOR DEMOCRACY; PING HU; Politics and Government,https://www.nytimes.com/1990/09/02/world/chinese-exiles-fight-for-change-and-attention.html
