year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url
2000,2000-01-01T05:00:00Z,2000s,Jan-Feb,VISIONS: TECHNOLOGY; Praying for a Century That Is Not the American One,"Gholam-Reza Hassani, the most conservative voice of Islam in Iran's clerical hierarchy, predicts downfall of American power in 21st century; says core of problem in modern world, which is at its worst in US, is that spiritual development has receded as technological progress has advanced; photo (M)",,"Gholam-Reza Hassani, the most conservative voice of Islam in Iran's clerical hierarchy, predicts downfall of American power in 21st century; says core of problem in modern world, which is at its worst in US, is that spiritual development has receded as technological progress has advanced; photo (M)",U.S.,The Millennium,News,article,1246,"Iran; Hassani, Gholam-Reza; United States International Relations; Forecasts; Islam",https://www.nytimes.com/2000/01/01/washington/visions-technology-praying-for-a-century-that-is-not-the-american-one.html
2000,2000-01-02T00:00:00Z,2000s,Jan-Feb,Madame Chu's Clams in Black Bean Sauce,"Grace Zia Chu was a gym teacher in China; in 1950's America, she became Madame Chu, a well-known Chinese-cooking expert whose Manhattan cooking classes and cookbooks initiated a whole generation of Americans in the mysteries of the stir-fry. This recipe, for a classic coastal meal of clams in black bean sauce, is an adaptation of one she wrote for ""Madame Chu's Chinese Cooking School,"" published in 1975: very, very simple, and exceedingly delicious. <span class=""ui-strong"">Gish Jen</span>",,,,,Recipe,recipe,0,Boil; Chinese; Dinner; Fermented Black Bean; Main Course; Oyster Sauce; Project; Saute,https://cooking.nytimes.com/recipes/10020-madame-chus-clams-in-black-bean-sauce
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,Dec. 26 - Jan. 1; China Sentences 4 Members Of Spiritual Group,,,,Week in Review,Week in Review Desk,News,article,105,,https://www.nytimes.com/2000/01/02/weekinreview/dec-26-jan-1-china-sentences-4-members-of-spiritual-group.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,"No Terror, Please, We're American","Richard Brookhiser reviews book Sister Revolutions. French Lightning, American Light by Susan Dunn; drawing (M)",,"Richard Brookhiser reviews book Sister Revolutions. French Lightning, American Light by Susan Dunn; drawing (M)",Books,Book Review Desk,Review,article,987,"Dunn, Susan; Reviews; Books and Literature; SISTER REVOLUTIONS (BOOK)",https://www.nytimes.com/2000/01/02/books/no-terror-please-we-re-american.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,PERSPECTIVE; You Must Remember This,,,,Sports,Sports Desk,News,article,635,,https://www.nytimes.com/2000/01/02/sports/perspective-you-must-remember-this.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,THEATER; Coward's 'Wings' Never Gets Off the Ground,"Lois Fisher-Corcoran letter praises Herbert Muschamp's Dec 19 (1999) article about Donald Trump, but fears the Donald will need interpreter to understand it (S)",,"Lois Fisher-Corcoran letter praises Herbert Muschamp's Dec 19 (1999) article about Donald Trump, but fears the Donald will need interpreter to understand it (S)",Arts,Arts and Leisure Desk,News,article,1846,"Muschamp, Herbert; Fisher-Corcoran, Lois; Trump, Donald",https://www.nytimes.com/2000/01/02/arts/theater-coward-s-wings-never-gets-off-the-ground.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,TRAVEL ADVISORY; 7 Airlines Give an Inch For Middle Passenger,Seven foreign airlines widen middle seats on Airbus jets (S),,Seven foreign airlines widen middle seats on Airbus jets (S),Travel,Travel Desk,News,article,135,Airbus Industrie; Airlines and Airplanes; Travel and Vacations,https://www.nytimes.com/2000/01/02/travel/travel-advisory-7-airlines-give-an-inch-for-middle-passenger.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,TRAVEL ADVISORY; Deals and Discounts,List of some current travel discount offerings (S),,List of some current travel discount offerings (S),Travel,Travel Desk,News,article,443,Travel and Vacations,https://www.nytimes.com/2000/01/02/travel/travel-advisory-deals-and-discounts.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,The Guide,,,,New York,Westchester Weekly Desk,News,article,862,,https://www.nytimes.com/2000/01/02/nyregion/the-guide-105023.html
2000,2000-01-02T05:00:00Z,2000s,Jan-Feb,Where the Historical Is Political,Geoffrey Wheatcroft reviews book The Multiple Identities of the Middle East by Bernard Lewis; drawing (M),,Geoffrey Wheatcroft reviews book The Multiple Identities of the Middle East by Bernard Lewis; drawing (M),Books,Book Review Desk,Review,article,1433,"Lewis, Bernard; Reviews; Books and Literature; MULTIPLE IDENTITIES OF THE MIDDLE EAST, THE (BOOK)",https://www.nytimes.com/2000/01/02/books/where-the-historical-is-political.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,"Afghan Heroin Feeds Addiction In Region, U.N. Report Declares","United Nations Drug Control Program report finds that Afghanistan is not only largest producer of opium but is also becoming major manufacturer of heroin, which is contributing to rise in addiction throughout region (M)",,"United Nations Drug Control Program report finds that Afghanistan is not only largest producer of opium but is also becoming major manufacturer of heroin, which is contributing to rise in addiction throughout region (M)",World,Foreign Desk,News,article,371,"Far East, South and Southeast Asia and Pacific Areas; Afghanistan; United Nations; Heroin; Opium; Drug Abuse and Traffic",https://www.nytimes.com/2000/03/01/world/afghan-heroin-feeds-addiction-in-region-un-report-declares.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,BY THE BOOK; Basic Vietnamese Cooking As a Culinary Crossroads,Mark Bittman reviews Corinne Trang book Authentic Vietnamese Cooking; photo; recipe for laque duck (M),,Mark Bittman reviews Corinne Trang book Authentic Vietnamese Cooking; photo; recipe for laque duck (M),Food,"Dining In, Dining Out/Style Desk",News,article,807,"Vietnam; Trang, Corinne; Reviews; Cooking and Cookbooks; Books and Literature; Recipes; AUTHENTIC VIETNAMESE COOKING (BOOK)",https://www.nytimes.com/2000/03/01/dining/by-the-book-basic-vietnamese-cooking-as-a-culinary-crossroads.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,China Dismisses Furor Over Its Taiwan Policy,"Deputy Prime Min Qian Qichen says new Chinese policy paper on Taiwan, which has prompted furious reaction in US, merely 'reiterates the government's consistent stance' and does not represent change in policy (M)",,"Deputy Prime Min Qian Qichen says new Chinese policy paper on Taiwan, which has prompted furious reaction in US, merely 'reiterates the government's consistent stance' and does not represent change in policy (M)",World,Foreign Desk,News,article,459,China; Taiwan; QIAN QICHEN; United States International Relations; China-International Relations-US; China-International Relations-Taiwan,https://www.nytimes.com/2000/03/01/world/china-dismisses-furor-over-its-taiwan-policy.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,Hong Kong's Local Preference; Home-Grown Contender Wins in Phone Deal,"Cable and Wireless HKT, which is passing out of British hands with Pacific Century Cyberworks's acquisition of company, will still be firmly part of local establishment; company is being bought by nine-month-old company founded by Richard Li, heir to most powerful family dynasty in Hong Kong; there is no hard evidence that Li's political connections were decisive factor in his victory over Singapore Telecommunications; but chairman of Cable and Wireless, Graham Wallace, acknowledges that Li's family ties were attractive; Li's father, Li Ka-shing, is perhaps Hong Kong's most successful tycoon; chart; photo (M)",,"Cable and Wireless HKT, which is passing out of British hands with Pacific Century Cyberworks's acquisition of company, will still be firmly part of local establishment; company is being bought by nine-month-old company founded by Richard Li, heir to most powerful family dynasty in Hong Kong; there is no hard evidence that Li's political connections were decisive factor in his victory over Singapore Telecommunications; but chairman of Cable and Wireless, Graham Wallace, acknowledges that Li's family ties were attractive; Li's father, Li Ka-shing, is perhaps Hong Kong's most successful tycoon; chart; photo (M)",Business,Business/Financial Desk,News,article,1241,"Hong Kong; Great Britain; Singapore; CABLE AND WIRELESS HKT; Singapore Telecommunications Ltd; CABLE AND WIRELESS PLC; Pacific Century CyberWorks; Li Ka-shing; Li, Richard; Wallace, Graham; Mergers, Acquisitions and Divestitures; Biographical Information; Telephones and Telecommunications",https://www.nytimes.com/2000/03/01/business/hong-kong-s-local-preference-home-grown-contender-wins-in-phone-deal.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,Hong Kong's Local Preference; Shrinking an Empire to Fit,"Article on corporate strategy of Cable and Wireless PLC chief executive Graham Wallace in light of his decision to sell subsidiary, Cable and Wireless HKT, to Pacific Century CyberWorks; holds with sale of Cable and Wireless HKT, Wallace may also be putting his own company on the market; some analysts say throng of hungry rivals in telecommunications business may be looking at Cable and Wireless to increase their own size; Wallace comments; photo (M)",,"Article on corporate strategy of Cable and Wireless PLC chief executive Graham Wallace in light of his decision to sell subsidiary, Cable and Wireless HKT, to Pacific Century CyberWorks; holds with sale of Cable and Wireless HKT, Wallace may also be putting his own company on the market; some analysts say throng of hungry rivals in telecommunications business may be looking at Cable and Wireless to increase their own size; Wallace comments; photo (M)",Business,Business/Financial Desk,News,article,989,"Hong Kong; Great Britain; CABLE AND WIRELESS HKT; CABLE AND WIRELESS PLC; Pacific Century CyberWorks; Wallace, Graham; Mergers, Acquisitions and Divestitures; COMPANY AND ORGANIZATION PROFILES; Biographical Information; Telephones and Telecommunications",https://www.nytimes.com/2000/03/01/business/hong-kong-s-local-preference-shrinking-an-empire-to-fit.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,On the Warpath : LETTERS TO THE EDITOR,,,,Opinion,IHT News,,article,233,,https://www.nytimes.com/2000/03/01/opinion/IHT-on-the-warpath-letters-to-the-editor.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,TAIWAN ASKS U.S. TO LET IT OBTAIN TOP-FLIGHT ARMS,"Taiwan is pressing US to sell it some of most advanced defensive weapons as part of new plan to counter China's growing military power; request for weapons, including four warships equipped with sophisticated radar and antimissile systems costing over $1.5 billion each, has provoked warnings from Beijing and has put Clinton administration in serious political bind; administration is divided over sales, which are supported by some military officers and Pentagon officials but opposed by some officials in State Dept and National Security Council (M)",,"Taiwan is pressing US to sell it some of most advanced defensive weapons as part of new plan to counter China's growing military power; request for weapons, including four warships equipped with sophisticated radar and antimissile systems costing over $1.5 billion each, has provoked warnings from Beijing and has put Clinton administration in serious political bind; administration is divided over sales, which are supported by some military officers and Pentagon officials but opposed by some officials in State Dept and National Security Council (M)",World,Foreign Desk,News,article,1685,"China; Taiwan; National Security Council; State Department; Defense Department; Clinton, Bill; Taiwan-International Relations-US; Ships and Shipping; Arms Sales Abroad; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; MISSILES; Radar; United States Armament and Defense",https://www.nytimes.com/2000/03/01/world/taiwan-asks-us-to-let-it-obtain-top-flight-arms.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,THEATER REVIEW; A Woman On the Verge Of Another Breakdown,"Ben Brantley reviews Charles Busch play The Tale of the Allergist's Wife, presented by Manhattan Theater Club at City Center Stage 2; Lynne Meadow directs; photo (M)",,"Ben Brantley reviews Charles Busch play The Tale of the Allergist's Wife, presented by Manhattan Theater Club at City Center Stage 2; Lynne Meadow directs; photo (M)",Theater,The Arts/Cultural Desk,Review,article,1135,"Manhattan Theater Club; Meadow, Lynne; Busch, Charles; Reviews; Theater; Tale of the Allergist's Wife, the (Play)",https://www.nytimes.com/2000/03/01/theater/theater-review-a-woman-on-the-verge-of-another-breakdown.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,Take Taiwan's Case to the International Court of Justice,"Separated from China since 1895, Taiwan underwent half a century of Japanese colonialism and, after World War II, another four decades of brutal martial law under Chiang Kai-shek's Nationalist regime. .Now that the people have finally established a dem",,"Separated from China since 1895, Taiwan underwent half a century of Japanese colonialism and, after World War II, another four decades of brutal martial law under Chiang Kai-shek's Nationalist regime. .Now that the people have finally established a dem",Opinion,IHT News,,article,3887,,https://www.nytimes.com/2000/03/01/opinion/IHT-take-taiwans-case-to-the-international-court-of-justice.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,WORLD BUSINESS BRIEFING: EUROPE; BIDDERS DIVIDE UNITED BISCUITS,"Danone SA of France and Nabisco Holdings Corp will jointly buy United Biscuits PLC for 1.26 billion pounds ($2 billion) and carve up businesses, abandoning competing offers for company (S)",,"Danone SA of France and Nabisco Holdings Corp will jointly buy United Biscuits PLC for 1.26 billion pounds ($2 billion) and carve up businesses, abandoning competing offers for company (S)",Business,Business/Financial Desk,News,article,98,"Danone SA; United Biscuits PLC; NABISCO HOLDINGS CORP; Mergers, Acquisitions and Divestitures",https://www.nytimes.com/2000/03/01/business/world-business-briefing-europe-bidders-divide-united-biscuits.html
2000,2000-03-01T05:00:00Z,2000s,Mar-Apr,World Briefing,,,,World,Foreign Desk,News,article,862,,https://www.nytimes.com/2000/03/01/world/world-briefing.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,China Said to Detain a Lama's Parents; Report Is Denied,"Tibet Information Network, monitoring group, says Chinese authorities have detained parents of 14-year-old Buddhist leader who fled from Tibet to India, replaced managers at his monastery and closed monastery to visitors; Chinese government spokesman denies report; flight of 17th Karmapa Lama is embarrassment for Beijing, underscoring its inability to cultivate leading Buddhist figures to help legitimize China's 50-year rule over Tibet; Karmapa has spoken out about Tibet's lack of religious freedom ever since arriving in India (M)",,"Tibet Information Network, monitoring group, says Chinese authorities have detained parents of 14-year-old Buddhist leader who fled from Tibet to India, replaced managers at his monastery and closed monastery to visitors; Chinese government spokesman denies report; flight of 17th Karmapa Lama is embarrassment for Beijing, underscoring its inability to cultivate leading Buddhist figures to help legitimize China's 50-year rule over Tibet; Karmapa has spoken out about Tibet's lack of religious freedom ever since arriving in India (M)",World,Foreign Desk,News,article,255,"India; China; Tibet; Tibet Information Network; DORJE, UGYEN TRINLEY; Freedom of Religion; Buddhism",https://www.nytimes.com/2000/03/02/world/china-said-to-detain-a-lama-s-parents-report-is-denied.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,Dark Time in North Korea Is Likely to Inspire Escapes,"World Food Program workers in the North Korean capital, Pyongyang, hope for two or three hours of electricity a day. Those in other North Korean cities count themselves lucky if they get two or three hours of electricity every two or three days..""",,"World Food Program workers in the North Korean capital, Pyongyang, hope for two or three hours of electricity a day. Those in other North Korean cities count themselves lucky if they get two or three hours of electricity every two or three days..""",Archives,IHT News,,article,6337,,https://www.nytimes.com/2000/03/02/IHT-dark-time-in-north-korea-is-likely-to-inspire-escapes.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,Japan Software Suppliers Linked to Sect,"Japanese police officials who staged surprise raid on Aum Shrinkyo sites say computer companies affiliated with doomsday sect developed software programs for at least 10 government agencies, including Defense Ministry, and more than 80 major Japanese companies in recent years; discovery raises widespread fears in Japan that Aum, which killed 12 people five years ago in nerve gas attack on subways, has access to sensitive government and corporate computer systems and could engage in acts of 'cyberterrorism'; Defense Ministry and country's main provider of telephone and Internet service immediately suspend use of all computer software developed by companies linked to Aum, underscoring immense fear sect provokes in Japan (M)",,"Japanese police officials who staged surprise raid on Aum Shrinkyo sites say computer companies affiliated with doomsday sect developed software programs for at least 10 government agencies, including Defense Ministry, and more than 80 major Japanese companies in recent years; discovery raises widespread fears in Japan that Aum, which killed 12 people five years ago in nerve gas attack on subways, has access to sensitive government and corporate computer systems and could engage in acts of 'cyberterrorism'; Defense Ministry and country's main provider of telephone and Internet service immediately suspend use of all computer software developed by companies linked to Aum, underscoring immense fear sect provokes in Japan (M)",World,Foreign Desk,News,article,1330,Japan; Aum Shinrikyo; COMPUTER SOFTWARE; Religious Cults; Terrorism; Computers and the Internet,https://www.nytimes.com/2000/03/02/world/japan-software-suppliers-linked-to-sect.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,THE 2000 CAMPAIGN: THE DEMOCRATIC DEBATE; Gore and Bradley Sing in Harmony in Latest Meeting,"Vice Pres Al Gore and former Sen Bill Bradley meet in Los Angeles for last debate before more than dozen states vote in primaries and caucuses on Mar 7; two appear uncharacteristically harmonious together, avoiding kind of attacks that characterized their raucous debate week ago in Harlem; two talk about their own proposals, forgoing their usual potshots at each other; conciliatory encounter reflects recognition of both that, with Bradley's failure to win single primary contest, race is likely to end soon; photo (M)",,"Vice Pres Al Gore and former Sen Bill Bradley meet in Los Angeles for last debate before more than dozen states vote in primaries and caucuses on Mar 7; two appear uncharacteristically harmonious together, avoiding kind of attacks that characterized their raucous debate week ago in Harlem; two talk about their own proposals, forgoing their usual potshots at each other; conciliatory encounter reflects recognition of both that, with Bradley's failure to win single primary contest, race is likely to end soon; photo (M)",U.S.,National Desk,News,article,1170,"Los Angeles (Calif); Gore, Al; Bradley, Bill; ELECTION ISSUES; Debating; Presidential Election of 2000; PRIMARIES",https://www.nytimes.com/2000/03/02/us/2000-campaign-democratic-debate-gore-bradley-sing-harmony-latest-meeting.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,THE 2000 CAMPAIGN; In Their Own Words,Excerpts from debate in Los Angeles between Vice Pres Al Gore and former Sen Bill Bradley (M),,Excerpts from debate in Los Angeles between Vice Pres Al Gore and former Sen Bill Bradley (M),U.S.,National Desk,Text,article,532,"Los Angeles (Calif); Gore, Al; Bradley, Bill; ELECTION ISSUES; Debating; Presidential Election of 2000",https://www.nytimes.com/2000/03/02/us/the-2000-campaign-in-their-own-words.html
2000,2000-03-02T05:00:00Z,2000s,Mar-Apr,"They're Off (Yawn) in Hong Kong; It's Midnight, but to Expatriate Bettors, It's Post Time","Article describes scene at Meadowlands Race Track in New Jersey during late night telecasts of races from Hong Kong; average 500 to 700 people bet $60,000 a night; photo (M)",,"Article describes scene at Meadowlands Race Track in New Jersey during late night telecasts of races from Hong Kong; average 500 to 700 people bet $60,000 a night; photo (M)",New York,Metropolitan Desk,News,article,1628,Hong Kong; Horse Racing; MEADOWLANDS RACE TRACK,https://www.nytimes.com/2000/03/02/nyregion/they-re-off-yawn-hong-kong-it-s-midnight-but-expatriate-bettors-it-s-post-time.html
2000,2000-03-03T05:00:00Z,2000s,Mar-Apr,Balloonist Nearly Halfway Through a Solo Trip Around the World,"Kevin Uliassi, Arizona man trying to become first soloist balloonist to complete nonstop trip around world, speeds over India, steering clear of Himalayas; Uliassi is nearly halfway through his journey, which began on Feb 22 in Rockford, Illinois; map (M)",,"Kevin Uliassi, Arizona man trying to become first soloist balloonist to complete nonstop trip around world, speeds over India, steering clear of Himalayas; Uliassi is nearly halfway through his journey, which began on Feb 22 in Rockford, Illinois; map (M)",U.S.,National Desk,News,article,436,"India; Uliassi, Kevin; Balloons; AROUND-THE-WORLD TRIPS",https://www.nytimes.com/2000/03/03/us/balloonist-nearly-halfway-through-a-solo-trip-around-the-world.html
2000,2000-03-03T05:00:00Z,2000s,Mar-Apr,Iranians Should Set Out Quickly on the Long Road to Reform,Euphoria over the reformist landslide in last month's legislative elections must soon make way for some harsher realities. That is not to diminish the importance of Iran's effort to combine democracy and a market economy with its Islamic identity. The mo,,Euphoria over the reformist landslide in last month's legislative elections must soon make way for some harsher realities. That is not to diminish the importance of Iran's effort to combine democracy and a market economy with its Islamic identity. The mo,Opinion,IHT News,,article,4894,,https://www.nytimes.com/2000/03/03/opinion/IHT-iranians-should-set-out-quickly-on-the-long-road-to-reform.html
2000,2000-03-03T05:00:00Z,2000s,Mar-Apr,Military Rumblings Over Taiwan,"Editorial on latest military rumblings over Taiwan; holds showdown over Taiwan is in no one's interest; contends Washington will have little choice but to accept escalation of tensions if China persists in trying to intimidate Taiwan; argues that China, which set off this crisis, needs to modify its course",,"Editorial on latest military rumblings over Taiwan; holds showdown over Taiwan is in no one's interest; contends Washington will have little choice but to accept escalation of tensions if China persists in trying to intimidate Taiwan; argues that China, which set off this crisis, needs to modify its course",Opinion,Editorial Desk,Editorial,article,447,"China; Taiwan; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Editorials",https://www.nytimes.com/2000/03/03/opinion/military-rumblings-over-taiwan.html
2000,2000-05-01T05:00:00Z,2000s,May-Jun,"Carey Bostian, 93, Geneticist; Shaped Campus in Raleigh, N.C.","Dr Carey Hoyt Bostian, geneticist, dies at age 93 (S)",,"Dr Carey Hoyt Bostian, geneticist, dies at age 93 (S)",U.S.,National Desk,Obituary; Biography,article,343,"Bostian, Carey Hoyt; Biographical Information; Deaths (Obituaries)",https://www.nytimes.com/2000/05/01/us/carey-bostian-93-geneticist-shaped-campus-in-raleigh-nc.html
2000,2000-05-01T05:00:00Z,2000s,May-Jun,"China Frees Activist, Imprisons Another","China frees dissident Chen Lantao, jailed for 11 years for criticizing 1989 military assault on Tiananmen Square demonstrators; sentences dissident Zhu Zhengming to 10 years in prison for forming political party (S)",,"China frees dissident Chen Lantao, jailed for 11 years for criticizing 1989 military assault on Tiananmen Square demonstrators; sentences dissident Zhu Zhengming to 10 years in prison for forming political party (S)",World,Foreign Desk,News,article,191,China; Beijing (China); Tiananmen Square (Beijing); ZHU ZHENGMING; CHEN LANTAO; Sentences (Criminal); Politics and Government; Demonstrations and Riots; Freedom and Human Rights,https://www.nytimes.com/2000/05/01/world/china-frees-activist-imprisons-another.html
