year,articles,total_tokens,opportunity_score,threat_score,competition_score,cooperation_score,positive_framing_score,negative_framing_score,net_framing_score,rivalry_score,engagement_score,rivalry_to_engagement_ratio,economic_score,security_score,technology_score,conflict_score,human_rights_score,securitization_index,conflict_to_engagement_ratio,opportunity_raw,threat_raw,competition_raw,cooperation_raw,economic_raw,security_raw,technology_raw,engagement_raw,conflict_raw,human_rights_raw
2005,64,23832,21.54552553690201,6.146316551040401,3.3950875172629997,5.990683280273135,27.536208817175144,9.541404068303402,17.994804748871744,9.541404068303402,27.536208817175144,3.874119995290894,34.05880508698428,9.478170769820816,0.8317989115869553,7.182293295550863,1.7108845214285988,0.8060716474089636,0.6102604166666666,160,70,24,55,260,91,19,63,63,27
2006,59,4269,7.586004777652009,10.682336524967583,2.341163565478487,9.711394929672805,17.297399707324814,13.02350009044607,4.273899616878743,13.02350009044607,17.297399707324814,8.147371473062114,21.30794120322685,15.723308062557823,1.8190903616237013,7.202071918253384,5.3824746893696265,0.7556497175141242,0.21045197740112995,42,36,10,27,91,49,18,32,24,15
2007,46,1795,17.324828130846846,12.656476740359873,3.65961257193382,4.521077329326229,21.845905460173075,16.31608931229369,5.529816147879384,16.31608931229369,21.845905460173075,10.069545979282854,37.03703749695344,15.982520442098565,5.6049404447573785,5.701036016711292,1.4492753623188406,0.6014492753623188,0.16304347826086957,35,22,7,10,72,29,9,11,11,3
2008,32,1370,13.960438256461869,8.439867424242424,4.729518449030644,2.8928769401330374,16.853315196594906,13.169385873273068,3.6839293233218373,13.169385873273068,16.853315196594906,7.309181823499442,41.98422593450486,7.698681526806527,0.48828125,3.7332459207459205,0.6510416666666666,0.28125,0.109375,22,13,6,4,54,11,1,4,5,1
2009,55,2085,17.478308654846366,10.712379327496048,5.444743935309973,6.153804581795614,23.632113236641977,16.15712326280602,7.4749899738359575,16.15712326280602,23.632113236641977,12.256465335013646,36.02732896516526,8.787822128472511,9.752337580803873,10.473745434899708,13.27242480823299,0.24545454545454545,0.3090909090909091,36,21,8,13,78,18,20,13,17,24
2010,92,3553,21.698202541955492,5.286824224131154,3.0594774396714035,4.968111629754954,26.666314171710447,8.346301663802558,18.32001250790789,8.346301663802558,26.666314171710447,4.2578794924418775,37.29208445145684,7.764042811932363,9.206430483602894,5.7476053841747605,6.5656331471211296,0.2608695652173913,0.20652173913043478,74,18,11,18,134,26,31,23,21,24
2011,95,3814,12.896007586762144,8.642393098209343,6.19729896780429,5.5855864724005135,18.481594059162656,14.839692066013633,3.6419019931490233,14.839692066013633,18.481594059162656,9.324006690692054,41.80428040071056,14.938473970695384,5.920315032577113,9.17008647401394,7.475331294022519,0.4942105263157895,0.2736842105263158,46,37,20,22,151,58,21,22,30,28
2012,103,4464,12.863942262034868,4.4458750880974485,1.2138954794447436,6.559010212540026,19.422952474574892,5.659770567542192,13.763181907032703,5.659770567542192,19.422952474574892,2.614333538966955,38.33102987888027,5.453177379275831,2.5944065432395425,2.84207736357108,7.271560445038793,0.21229773462783172,0.08349514563106795,50,17,4,29,154,24,13,31,12,39
2013,98,4144,17.53089854138289,8.48264995360466,1.2441423101431783,4.149102399557919,21.680000940940808,9.72679226374784,11.953208677192968,9.72679226374784,21.680000940940808,5.5058501401322815,41.12275029972812,12.384045550700375,4.1804727770244,1.1604215631571253,3.079481121794352,0.5025510204081632,0.044217687074829926,73,37,6,21,163,56,16,22,5,15
2014,114,5247,11.934856680579463,9.12732997817147,2.973280106090256,5.407529437271955,17.34238611785142,12.100610084261724,5.241776033589693,12.100610084261724,17.34238611785142,4.980177521840834,26.649020954122072,14.614870058275814,0.8762735192000078,5.87409209201474,10.461338383930112,0.6355263157894737,0.23464912280701755,56,56,17,26,127,92,7,28,32,67
2015,100,4505,16.760873304262226,11.323065083059305,2.582694055459788,6.598151090866597,23.359024395128824,13.905759138519093,9.453265256609729,13.905759138519093,23.359024395128824,7.207426735730801,34.44390949491993,15.19909773438857,3.532339924069247,3.7046780928284178,7.617014145906578,0.5363333333333333,0.12033333333333333,70,46,12,29,148,62,16,31,16,34
2016,106,4925,13.443241604166802,8.228656084198901,2.251527055424718,6.0708153245414245,19.51405692870823,10.48018313962362,9.033873789084605,10.48018313962362,19.51405692870823,7.300756097360464,26.71786889831844,14.753865462125711,3.056943435764556,4.08939400566204,8.228631448133445,0.5261006289308175,0.13364779874213836,63,43,10,29,133,71,13,30,18,36
2017,99,4319,20.240084110803675,13.711850174945353,1.9311881488446656,9.795656528278602,30.035740639082277,15.64303832379002,14.39270231529226,15.64303832379002,30.035740639082277,3.6781217935493924,32.60483891268286,17.46678789238323,5.6351325048555125,5.50494841210389,7.310622135036946,0.7223905723905724,0.14646464646464646,90,64,8,46,145,86,25,47,23,35
2018,91,4177,18.197841145578753,13.505119101602702,9.662567596848282,9.348142260065822,27.545983405644574,23.167686698450986,4.3782967071935905,23.167686698450986,27.545983405644574,8.148790850650464,30.282214725888046,19.812656945707193,6.1833433299056315,12.882670970356445,7.004231433719364,0.689665096807954,0.3758241758241759,82,57,36,45,137,84,24,47,55,31
2019,97,4560,15.254900453886178,13.276000842135137,6.33714728510065,8.775183775349298,24.030084229235474,19.61314812723579,4.416936101999689,19.61314812723579,24.030084229235474,9.729010750317512,27.096611169530036,20.499081974795455,12.00974287783491,11.18577889754993,10.818099773485937,0.8213631156930126,0.34965635738831613,70,57,26,41,122,93,57,41,45,47
2020,90,4066,8.686728288298093,13.5861094803213,2.118184880159825,4.029567202338548,12.71629549063664,15.704294360481121,-2.9879988698444833,15.704294360481121,12.71629549063664,9.926587424221873,20.92703260780614,16.50657376200796,5.2700825954686685,5.38798051140358,5.384508330612054,0.7370370370370369,0.17777777777777778,30,58,8,18,80,71,27,18,23,22
2021,87,3940,10.046322875403144,11.157443431996441,3.3311641946424806,6.747609072226911,16.793931947630057,14.488607626638922,2.3053243209911347,14.488607626638922,16.793931947630057,5.159061706844228,25.481469259026884,12.695279299567774,8.437588265343999,8.057168826457348,4.2499225747143,0.5306513409961685,0.22490421455938697,39,46,13,31,104,56,29,31,34,17
2022,46,1963,9.5016664844828,19.991184693437344,7.538331719116857,4.3012153612031,13.802881845685901,27.529516412554198,-13.726634566868299,27.529516412554198,13.802881845685901,16.56524185095486,26.009765089707763,22.132675765746914,5.869168969855468,11.891821928211456,6.933512957789149,0.6456302151954326,0.3746376811594203,22,36,15,10,55,43,10,10,23,13
2023,89,4324,11.68849697943938,21.79847983687296,2.7073984375052706,11.606091827177886,23.29458880661727,24.505878274378233,-1.2112894677609667,24.505878274378233,23.29458880661727,10.825280210092934,30.74334502594112,28.34993195661121,12.379536554798943,9.821755750446693,2.066294309275002,1.0627340823970037,0.24363295880149813,45,90,10,47,139,122,58,58,38,11
2024,97,4650,10.45246315319225,10.722516832144791,2.9470927083192615,7.757209584933172,18.209672738125423,13.669609540464052,4.540063197661369,13.669609540464052,18.209672738125423,5.910998068045061,22.889278646165987,14.020171195157086,9.804812317961753,5.938570210296506,6.290027060637616,0.4846588119783996,0.1958762886597938,57,53,12,39,118,70,43,41,28,30
2025,99,5088,22.641773823025183,17.53106547338641,12.72886223260757,10.754376678133431,33.39615050115861,30.259927705993977,3.1362227951646324,30.259927705993977,33.39615050115861,6.989283291256128,36.67573275712293,23.35938172848366,4.896920618912253,19.448145903574115,3.179741293467543,1.0156244989578322,0.6274891774891775,117,94,61,62,187,128,20,64,99,16
