word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
china,0.8000994931558172,-0.10436914197284296,-0.06492169721529797,-0.0390444655610648,-0.04379242506677402,-0.4456253536481665,0.10776465889011626,0.03774265645615244,0.012677772639958663,0.013462480546434483,-0.008932751704130165,-0.0700495226561811,-0.02896641620006561,0.008833748978817401,-0.04195669500071962,-0.0233392615645137,-0.007986597403741986,-0.07478138374772314,0.020708434297263014,0.054446237221718916,-0.03862161592511361,-0.01900896638263707,-0.04378906481302174,0.05070665875390256,-0.05053254375543295,-0.024589443482458943,-0.06766357740178171,0.09413291199155806,-0.0213803649944623,-0.06076718989142104,0.0772416152834102,-0.04109955076349824,-0.028740702844024024,-0.0006561758388692382,-0.02501200350513566,-0.024991695122992683,0.039205280655894424,0.0257643510330395,0.039650554728736645,0.019540541446098177,-0.018614164250009432,-0.0416328287199306,0.033209642203878384,0.006814560861159628,0.04837559667113653,-0.0280813977231107,-0.031494689845621426,0.012290259938939363,-0.0005283987610216746,0.009309006779105271,0.05601001057186424,-0.004061742581193635,-0.0088198126759951,-0.016384630155738784,0.01240923359147091,-0.01350891932132394,0.0010229630970447388,-0.0851630532532113,0.02785358444338818,-0.03378544545334114,0.05074943294018539,-0.02366894992239548,0.005890958723130034,-0.018786180652931465,-0.02201393416663888,0.09700468178549528,-0.01856973315103129,-0.016491760940314792,-0.04891409927955884,0.0633653457465698,0.027714112644657823,0.006457260619698445,-0.02371269778812302,0.029652045424675304,0.027933658628357547,-0.00020676588838550172,0.002746111281572939,0.026327276832254862,0.03955833306240101,0.04330357960552436,0.007993500988749166,-0.01274545704816397,0.03483213009398061,-0.017667709262374667,0.05658744819743708,0.022836029897996504,0.02300747504571928,0.0004660113260034898,0.08426283544516487,-0.02128327402667612,-0.020428230579693785,0.03553836749325933,0.020894630627848514,0.016297407986632255,0.030956537031107824,-0.055639187016133566,0.006058724970832493,0.02119954846038276,-0.04840637563049066,0.007820603633992649
street,0.5451010247138027,0.5889756014899201,0.03474128865750601,0.04716608665564541,0.014205186820091762,-0.14071262028468554,-0.03033789314419186,-0.07148585015374029,0.01294429842752858,0.01563532013760233,0.0015896920053623804,-0.11203842800544125,0.02939512785844747,-0.04252582191247463,0.1502420239503867,0.032047548273354015,0.06672575689098767,-0.053842138752510815,0.06780886175634496,0.04503065877125734,0.0021306249636662703,0.04193925597703065,0.07645286904212859,-0.0017581506081508899,-0.021905088607185198,0.0032962202763063327,-0.037342427115030455,-0.004655384401561755,-0.0018377114485989077,-0.013099504427811817,0.035022731400926974,-0.024555060217446127,-0.10752921510716092,-0.056734686851306476,-0.01750784605070654,0.013495465721024473,0.004374391560808681,0.015746913013293437,-0.4512553632157368,0.01634214331626944,0.030724619011153215,0.015629143801093533,0.011650805626742764,0.013689043292664805,-0.014156241259722814,0.007189453666618098,0.01811381338307477,0.05024533571720297,0.00462689010839062,-0.015406774061273927,0.01563022113983728,0.012469686762325925,0.006001234942907973,-0.0431063369380288,0.022142334185069893,-0.045897295485103524,0.018109590088521792,-0.009152211345137098,-0.013551141994202409,-0.03322721730124455,-0.06196047122633745,0.010792773577864748,0.0012746147988770746,0.023113463903573595,0.006299414827603812,-0.03876607232892926,0.044666843147596516,0.010527404235977445,0.03258941211315172,-0.01985675280967203,0.049077568759577785,-0.01340733052933835,0.019661051197217384,1.2902312544642324e-05,0.019997294725687093,0.013329796554874165,0.01823102914701949,-0.0434871972356927,0.035456197595218154,0.016990248258936053,-0.04275573834472361,-0.0035149069356458155,0.04558379940939713,0.016462085050929026,0.009094089992803058,-0.02838473527762771,-0.01608411121132027,-0.012216424394052322,-0.027850031836571934,-0.0010677931107973538,0.03368138232198575,0.014808105701237556,-0.015272182702425521,0.02626788671460871,-0.029022655961916433,-0.005072399262655031,-0.053876593544665216,0.013288848926194278,0.011186957467056656,-0.03658583498337034
us,0.7179619073580337,-0.1747370548543391,0.06794950666377347,-0.04631047050836141,0.055329736351021244,-0.2904953810631358,-0.06120404879562216,-0.09525158523099096,0.04884484010021644,-0.13732469767500297,-0.022455125057390887,-0.0435073900029784,-0.01211734686019949,0.06878298340188854,0.053123160793744705,-0.059614035331760414,-0.04357302483942652,0.07413436802573936,0.011818786306336733,0.15394973786071897,0.12477272237810713,0.00432529842024735,-0.0472337381123504,-0.022410849288490808,-0.06297464650394537,-0.03488149326475943,-0.013412689694975407,-0.00819034712407591,-0.02912804947650442,-0.02100011809759278,0.0626115155689009,0.010549671487944421,0.009165582772658646,0.058852000766506665,0.0011738825250701328,0.02397163787511637,-0.05874952767307142,-0.0962082702374999,0.11141857168184668,-0.01285342981516857,-0.02898881291396216,-0.07443702417643568,0.044706651202621885,-0.08978697397249917,0.012917962038885566,0.03458983204274279,-0.11140420467041835,-0.03003825844680186,-0.06587084680235389,-0.021743198003957062,0.006158138872463453,-0.05090472893919682,0.007170819424127098,0.0498738066032454,-0.04739798095928756,-0.0922721942291877,-0.03425742305254389,-0.05508926463163316,-0.037714459133271365,0.03427831929842117,-0.1989336482320743,-0.004119007180621886,-0.05038165295267434,-0.03958206103346241,-0.09162043957571352,-0.016871370371296424,0.02788116456001982,0.018033352463009803,-0.01713340630833177,-0.007344527023532476,0.02422019073315451,-0.06417219855458925,0.015062787282453015,-0.004857265334625586,-0.08006778367512035,-0.03554134314819117,0.03986292783010743,-0.042319806164896716,-0.05476162481655477,0.025213917660511686,0.03754616644281875,0.03907459149420353,-0.03189435310664075,0.043642179547100125,-0.025798202464211512,0.005451189859593648,-0.01394493349126837,-0.10123744356294348,-0.11974814433875257,0.04613288595909596,0.010281617206200513,-0.0778609784722791,0.011465103931763197,-0.09419273411293996,0.05305385021627816,-0.08410140100423048,-0.01686361286365974,-0.052711453365750484,-0.1351639564923218,0.10181799285436811
chinese,0.7351656401651087,-0.06417005111752021,-0.08642559185106692,-0.15845101928547634,-0.12643742896293242,-0.3323610441187117,0.11388341883522861,0.06409028073991543,0.04762075232593645,0.010943311105178375,0.03358504207526715,-0.07867512340291447,-0.08187507513061196,-0.06106880218960694,-0.07818040560242799,-0.05692835556606981,0.01292698858047725,-0.07028765911692142,-0.05690975913814614,0.05145932923753536,0.02221592281125483,0.14095791009865483,-0.11933163882336857,0.07145715109540769,0.008169602439409403,-0.09288144908303725,0.009112424316023294,0.08355325722791318,0.01794806008798831,-0.03563015696427414,0.06370844468058716,0.012103533114265916,-0.07033824053574621,-0.04661906750208852,-0.05016391461842913,0.023170815025171584,0.03871396151523555,0.12332613995385094,0.0447612872407882,-0.05690624001999624,-0.003920043332565402,0.05756977123551025,0.03200256951353642,0.07107086634695853,-0.0671968588241494,0.0057188427320906555,0.0037243716656372187,-0.027442603634735323,-0.022414646464299293,-0.012256650937913918,-0.07703062428656095,-0.038847525246982054,0.09919725037503734,4.4286653662581164e-05,-0.01803654656348487,-0.06886763992012568,-0.0006563742294881397,0.08265478302830942,-0.018719482197155433,-0.0011838673222978305,0.09441020512704816,-0.015385513201396729,0.07113838884134634,0.11404491294587854,-0.04774959507294314,0.11657237320399817,0.07794531964120631,0.006515461529644459,0.005958479730017268,-0.024076201377034635,0.01317514328993753,0.00548930952797797,0.020098434826297903,-0.0038377673637720296,0.007418352986699383,-0.05188534410659312,-0.053168806973091946,0.0769183908530895,0.024757547198613238,-0.04381494854713817,-0.01717321965429358,-0.0029936953400027957,0.07552661869742747,-0.07136739329159242,-0.07304757312334044,-0.1014355271423392,0.010444038100679256,0.034512407522287215,0.007059416930338647,-0.013054992952033165,-0.01346805634638039,9.225650935533389e-05,-0.026084384088526223,0.012839434136168042,-0.06922216571423834,0.018136057106104633,0.010552635558695777,-0.03167098996667584,-0.019564592966678025,0.013163250801911719
international,0.6863178401657941,-0.17629680721851324,0.10249574542764402,0.2985818564237922,-0.025582211672494214,-0.24247694316580332,0.020028092934803846,0.06014726779104913,0.04671863584611476,0.04236824493061204,-0.08342967766372501,0.05858696738574717,-0.01711008732174648,0.01794774896540423,0.05675002942270997,0.006132077999431445,0.004822053228173963,-0.06176439237851654,-0.022962861703250095,0.022527155220738403,-0.1029972066492752,0.016371668087325538,-0.08600895773066937,0.05772634228980485,-0.014414471152973176,0.08458393948714056,-0.09649126843193209,-0.01992159868063429,-0.10544262922753267,0.06607465392502415,0.01701949763414236,0.019957854530191152,0.0161353299340187,-0.0312946303182254,-0.018645261582837993,-0.07549873963004965,-0.043994890044606376,-0.01755434886887301,0.07395253402248028,-0.02213918865203547,0.033422631020746704,0.03705178156543438,0.023042445247069988,0.01587836821889872,-0.04496011829295058,-0.10105119421099941,0.029117223528656228,0.12085202520926733,-0.04558632661025785,-0.052890908887194985,0.009100958372553713,0.03459175057693337,-0.019562070942908034,-0.017918730603643334,-0.10692156746819326,-0.004353074108169019,-0.009936346397547915,-0.0012976530807165944,-0.08695962069123049,0.021769344585752214,-0.03880088098168621,-0.027628812500735626,-0.06307987054211812,0.001489645771048608,0.16062950846378546,-0.23553418838878873,-0.09189693472417954,0.06317444291363841,0.05028025839792918,-0.0752149047241706,-0.0073193233551986,0.04883408443459198,-0.004838733326805383,0.05462379766963594,-0.022458657062570164,0.04206448185552755,-0.11977684715861654,-0.061841442251190655,0.0444508081642534,-0.05259326537966357,0.07112883280199168,0.11259790381563184,0.06372661830675734,-0.026343199966025868,0.031494915130081354,-0.026825193529705072,-0.0006606013445537868,0.03596860084301466,-0.014749731746395666,-0.023292905184290343,0.0470210220609363,0.05989958457695462,0.03188637818602413,-0.05386546443235288,-0.05523286433709153,-0.02696250491781591,0.054231050554309226,-0.039859691190714766,0.013867423415116422,-0.025405456030287075
th,0.546452932471169,0.5737763803675656,0.06392045651409523,-0.003826078763258498,-0.028030718589093388,-0.09999322382101057,-0.049370650105222944,-0.03188916649737011,0.003102348562074531,0.05447116333745269,0.02711292100780763,-0.10955433978022434,0.005271256041350726,0.055264416756347357,0.16344521705247697,0.13358176015216253,0.03791547304941958,-0.09304750193487686,0.01471130460367419,0.0196258107059755,-0.0005768409882611432,0.10385123743361824,0.060079587631477825,0.014083426655328893,-0.02441085598863008,0.044443489758097685,-0.03689247602404043,0.019485671505685163,0.011033360443893716,0.022129250529465985,-0.055085080708821,-0.02431685988363563,-0.055701172607422814,0.0035768410404802297,0.01149729570712923,0.045530370542002596,0.020157965063807817,-0.06599418969457335,-0.4067311808957898,0.048438838960916976,-0.04121089457705126,-0.04722561618366089,-0.018905923038236117,0.0186033125357047,0.04085559518628759,0.016204369787302542,-0.009357273984379973,0.047489344926880415,-0.002886978012325576,-0.026050015103303164,0.038193561684483804,0.01798080665254464,0.02539268280436869,-0.10124399475891767,0.02462062567966654,-0.023410755680003555,0.10189908484487113,0.05264888117369864,0.005921785867263559,-0.060501041638523136,-0.05196081858826573,0.020283340045726076,-0.010369018471334248,0.005432558800371851,0.0326328634543068,-0.020603928705771254,-0.012727682225101095,-0.009494268140394321,0.0314624358523156,-0.011168334618107819,-0.01901824632726722,0.010027341408499446,0.015563291306681023,-0.008709739071602735,0.011384548168896839,0.017465328762012965,0.10083716147194655,-0.025874506462095024,0.002618686144394266,0.0070198032768879854,-0.0011049112120301223,-0.02400528954059067,-0.02779540975377338,-0.03228921622557303,-0.03256726610636402,-0.04651782773406344,0.009516121338743803,-0.07128890672358248,0.00867775151364463,-0.009836491711009162,0.014647106024289173,-0.04169262766828455,-0.02603280356835217,-0.005829428501106097,-0.020183583577444136,-0.0040235903575135765,0.0665722090539358,0.0413399884601441,-0.00263101258050317,0.009559139024537828
world,0.724671377262489,-0.017035432242199985,-0.01950905996627339,0.14692047436976535,-0.08299613811007303,-0.22554070718642977,-0.023445363956208047,0.06505579983477043,-0.15495529638414934,0.01512500160095822,-0.08150984709592597,0.031724641674320056,-0.02844718148056137,-0.08011168900897664,-0.033599802144027406,-0.08293746061715936,0.126161563616271,0.0415688004808891,-0.07942566371679362,0.06191724052544866,0.10188805132212381,0.026196230191177804,0.06323215097673918,-0.07667839251495197,-0.006822345537118842,0.0884881154921162,0.01350132403403386,-0.10206099133735003,-0.029584539169345135,-0.05585825015269494,-0.09843535103265547,-0.006556343710543291,-0.04413627236760137,0.054727917327129845,0.0123152547923481,0.006366046841915147,-0.06984249742140582,0.01283058950284996,0.0562932839256026,0.11146912627179181,-0.03769165273075954,0.038422350016003644,-0.07591868502966673,0.10756024563829567,-0.04035575206650038,0.043145438912166385,0.08024383066362163,-0.056746138007740636,-0.04390107021219188,0.026207001205672147,0.03498278234860696,-0.04394476280253433,-0.009785527248705506,0.02505567398719784,-0.03679318377391475,-0.0032767101451058028,0.015538842598404507,0.005989074247218039,-0.03302608752589382,0.11747516310698099,0.10739769078338328,-0.04069787281527484,-0.04797935427760778,-0.05015035544215127,0.05525994781544373,-0.14236451109633647,-0.07394783043421325,0.040202487047884476,0.08980780588349889,0.014539256634219268,0.01929329954452553,0.009836193211983264,-0.018890923925524626,0.06769602485425273,-0.030905737904517817,-0.048205488659378785,0.07767322295873592,-0.0481362777618394,0.0653451166379451,-0.053372430870460924,-0.12869252548978816,-0.10742496759226076,-0.13376926994165791,-0.011118841552955786,-0.02722519683779312,-0.01780161850467817,0.02128811645950405,0.09052988820036237,-0.0020153540875916943,0.060575880562460695,0.04834789455680794,-0.07035207082066607,-0.10742867703975391,0.0796069604241363,0.0036241964450805216,0.013069301826638407,0.0018912173210906826,-0.10307912320544872,0.05625723909553058,0.01813990382400314
pm,0.4878844798281426,0.6271993985325666,0.11325617342431527,0.08308046472104882,0.23698360158123177,-0.13417027182750207,0.08667197731586805,-0.04334403488078412,-0.10613777464237895,-0.12214241705594273,0.07386270840705289,0.04032738272548337,-0.002759015797061972,-0.08687600929199059,-0.0016146858913077316,-0.06882825322748393,0.023863438229055643,0.01694938481351785,-0.003567716448604486,0.022396514055193936,0.006251117899832946,-0.026213067357314237,-0.042265101611106616,-0.0706607432936152,-0.038728586809796385,-0.06663732742343523,0.04536555457803344,0.04266928330661868,-0.06573989368433644,0.005779580925246394,0.05571267964425091,-0.05166259616559433,0.010960279885199802,-0.026776449690861796,-0.018948307574467804,0.06813472067220284,-0.054926388682899334,0.05865066535169689,-0.26757801076288346,-0.046279562049719176,-0.05614336949822781,0.07307114265974726,0.026105236174952865,-0.12103547306843129,-0.05689665610193449,-0.01674059235145552,0.014880594928557941,0.016417331230294624,-0.026155225891311962,-0.0056660035203415626,-0.0037603367838849955,-0.013398800395194413,-0.09734462017206037,-0.004551803409182803,0.008420995122058923,0.006144000863577674,0.05203186402419327,-0.01960580641111511,-0.02673541226916681,-0.01431684756409544,0.03418908715775196,0.017688697369142095,0.015721776927794678,-0.06368779211514237,0.012955587212936626,0.0067301381465021135,0.0040479528307890405,0.06851486654175996,-0.05672005465145955,-0.005985590992214791,-0.02645001198488349,-0.05873113583603013,0.03858528351416217,0.039003017111438845,-0.03490876476819909,0.020040478202705683,-0.07280806553051244,-0.04195640868130433,0.01746326139715409,0.011911631169675595,0.030120869397254692,0.012679869701100204,0.09072333658228766,0.0020229940495509035,0.025423065323535422,0.022442419094828057,-0.035281968654716715,0.023439164046052872,0.004331851696976083,-0.06916307514767245,0.0364375440676238,-0.00844225317619673,0.015176611748308786,0.03364066073413961,0.015238258697536458,-0.07876903461455696,-0.029470561196656746,0.0005922011984976202,-0.07045357368966221,-0.014148000438811696
united_states,0.710156993758868,-0.2018126635746029,0.09973349249437559,0.2426794373876601,-0.020352235271545293,-0.24045357894292405,-0.08363475777281257,0.0374991625869056,-0.010454097178018368,0.05485362376451156,-0.04710214271583382,0.10537814738135497,0.07600148981477595,-0.1397504068099127,-0.035788885982111544,0.1153927003587959,0.09109130793939176,-0.03885489044338047,0.04397103175966805,0.07908280387938797,0.05087050556419065,-0.07575204784262038,0.023359204018794103,-0.01399513780013893,0.037730520571047144,0.012078319182952903,-0.04199311205283405,0.008784076196406197,-0.055612969005578224,-0.018198016061583326,0.0812038527717768,0.057197034012884965,0.033583777295709466,0.03380838517471625,-0.045998108537308395,0.07439137204383801,0.0432408710136192,-0.003806638242861005,0.005933890501840876,-0.08834453710686627,-0.008237332314404032,-0.025948637114768726,0.09772312757108965,-0.053568241665398024,0.07611473046879896,-0.08293437809525459,0.0056011432423917415,0.038410561004272224,0.037681373759757095,0.024238236041796087,0.04222838906522933,0.003330334290830064,-0.006987253735936402,0.03175511192235707,-0.003254361154529238,-0.039817247675107234,0.028864643044388117,0.06385093707899162,-0.04739382315853825,-0.01509638669665228,-0.01866684840266114,-0.11293105767894794,-0.0452704339203971,-0.08020619067818867,0.0927419459230409,-0.15165540967639374,-0.08750121592167137,0.013201292806306069,0.01445744493345369,-0.02666250021129758,0.028786635131681552,0.03183244568500021,-0.033503426883273256,-0.038172584999799725,-0.009882105801432815,0.09680197182715367,-0.0022566411884398707,0.07075622097290644,0.004459544867023459,0.007049336889807091,0.059495791946880476,0.04156076066575684,0.00587872186010051,0.026224237798565735,-0.08141927458791488,-0.0011920469474244444,0.008585780284966668,-0.019818811653884955,-0.007864566847438671,-0.06728683975911136,-0.08729690466911023,0.03345529993607356,0.07792892447028431,0.13820380350668635,-0.07360025409815588,0.10257472636087804,-0.042709088041020284,-0.08195897386965416,0.007637947288519904,-0.038893723548267006
photo,0.6926864774502076,-0.012802662289160655,-0.05953335432528364,0.10724432086686934,-0.05304979863606009,-0.25153238693754193,0.07926301709572989,0.03605255729310408,0.14274998456754384,-0.02405506244119527,0.12763115889432158,0.10880927211849752,-0.09278905186592291,0.07415788523629119,0.04011971926085,0.10887877040984234,-0.09961220754780575,0.1648089722142782,0.05294325759707068,-0.11104034109400569,0.035322910842519026,0.06444671817175691,-0.01893139469911032,-0.013316254931236504,-0.047267242837429155,0.14562317182574916,0.01793308344911597,-0.002254257971201463,0.11640521896531854,-0.06566133737449051,-0.011116833374386029,0.045203466550942754,-0.11336417681764091,-0.030122790617773246,-0.0083815361118566,-0.0418650611552733,0.0005323902057589577,-0.009132868350251991,-0.050891061214693396,-0.0005840555566398628,-0.04618094732725948,0.03367031338697397,0.00710085739688124,-0.04966900872745531,-0.014544135140718669,0.014807982760726044,0.02702588618855731,-0.003827968153016998,-0.016690048542201852,-0.019430267782324314,0.10390926051651465,0.09989290879182722,0.04536032409869577,0.00795428763584299,0.00795574328989278,0.01655330265900445,-0.04035188085324829,-0.012409001558656667,0.04503917126108761,0.056472406476603766,0.1292978938473747,0.02416567596553189,0.00408090825041357,-0.020065557043974315,0.0054142936253232425,0.061289793761197496,-0.04522148801954773,0.06328531285816054,0.03546952356913049,0.07909634589459735,-0.06729454660667102,-0.03924331820085946,-0.011156052111344926,-0.05720642540874719,-0.1252730607800664,0.038008968479936844,-0.09966369958021688,-0.15861944557625246,-0.1743514535542388,0.02769088879468744,-0.0731112767931335,-0.005780167383411246,-0.13384377418869647,0.09790061164860872,-0.04281697659863441,-0.030975171642479392,0.02286918899188507,-0.006470911622444888,0.03358695771244207,0.05618522309356223,-0.03896827289297287,-0.04228325014837673,0.05510131546217646,0.05722183105811802,0.11116284433510898,-0.011864211546679288,0.04003905182132864,0.03713436355350759,0.050364360820866226,-0.0225931241906641
