year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url,text_without_keywords,text,tokens_without_keywords,tokens,clean_text,analysis_tokens,analysis_clean_text,text_token_count_without_keywords,text_token_count_with_keywords,quality_reasons,quality_score,quality_flag,balanced_sample,balanced_sample_target_n_per_decade,balanced_random_seed
1990,1990-01-02T05:00:00Z,1990s,Jan-Feb,"WALL STREET OUTLOOK;

Dollar Fails to Heed Analysts' Predictions","LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.",,"LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.",Business,Financial Desk,News,article,792.0,"United States; WEST GERMANY; Fuerbringer, Jonathan; Currency; INTERNATIONAL MONETARY SYSTEM; Forecasts; NINETEEN HUNDRED NINETY",https://www.nytimes.com/1990/01/02/business/wall-street-outlook-dollar-fails-to-heed-analysts-predictions.html,"WALL STREET OUTLOOK;

Dollar Fails to Heed Analysts' Predictions LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.  LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.","WALL STREET OUTLOOK;

Dollar Fails to Heed Analysts' Predictions LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies.  LEAD: The dollar began 1989 on the offensive and ended it in a partial retreat. It consistently confounded economists, foreign exchange traders and the policy makers of the United States and its chief economic allies. United States; WEST GERMANY; Fuerbringer, Jonathan; Currency; INTERNATIONAL MONETARY SYSTEM; Forecasts; NINETEEN HUNDRED NINETY","['wall', 'street', 'outlook', 'dollar', 'fails', 'heed', 'analysts', 'predictions', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies']","['wall', 'street', 'outlook', 'dollar', 'fails', 'heed', 'analysts', 'predictions', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies', 'united_states', 'west', 'germany', 'fuerbringer', 'jonathan', 'currency', 'international', 'monetary', 'system', 'forecasts', 'nineteen', 'hundred', 'ninety']",wall street outlook dollar fails heed analysts predictions lead dollar began offensive ended partial retreat consistently confounded economists foreign exchange traders policy makers united_states chief economic allies lead dollar began offensive ended partial retreat consistently confounded economists foreign exchange traders policy makers united_states chief economic allies united_states west germany fuerbringer jonathan currency international monetary system forecasts nineteen hundred ninety,"['wall', 'street', 'outlook', 'dollar', 'fails', 'heed', 'analysts', 'predictions', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies', 'lead', 'dollar', 'began', 'offensive', 'ended', 'partial', 'retreat', 'consistently', 'confounded', 'economists', 'foreign', 'exchange', 'traders', 'policy', 'makers', 'united_states', 'chief', 'economic', 'allies', 'united_states', 'west', 'germany', 'fuerbringer', 'jonathan', 'currency', 'international', 'monetary', 'system', 'forecasts', 'nineteen', 'hundred', 'ninety']",wall street outlook dollar fails heed analysts predictions lead dollar began offensive ended partial retreat consistently confounded economists foreign exchange traders policy makers united_states chief economic allies lead dollar began offensive ended partial retreat consistently confounded economists foreign exchange traders policy makers united_states chief economic allies united_states west germany fuerbringer jonathan currency international monetary system forecasts nineteen hundred ninety,46,59,,100,keep,True,389,42
1990,1990-01-03T05:00:00Z,1990s,Jan-Feb,To Lithuania: Stay Put,"LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.",,"LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.",Opinion,Editorial Desk,Op-Ed,article,701.0,"UNION OF SOVIET SOCIALIST REPUBLICS (USSR); Lithuania; Schaeffer, Robert",https://www.nytimes.com/1990/01/03/opinion/to-lithuania-stay-put.html,"To Lithuania: Stay Put LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.  LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.","To Lithuania: Stay Put LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union.  LEAD: The Lithuanian Communist Party, by breaking with Moscow, has raised the expectations of secessionist movements in Lithuania, the other Baltic republics and among each of the 104 ethnic nationalities in 12 other republics, 20 autonomous republics and 18 national districts that comprise the Soviet Union. UNION OF SOVIET SOCIALIST REPUBLICS (USSR); Lithuania; Schaeffer, Robert","['lithuania', 'stay', 'put', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'among', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'among', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union']","['lithuania', 'stay', 'put', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'among', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'among', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union', 'union', 'soviet', 'socialist', 'republics', 'ussr', 'lithuania', 'schaeffer', 'robert']",lithuania stay put lead lithuanian communist_party breaking moscow raised expectations secessionist movements lithuania baltic republics among ethnic nationalities republics autonomous republics national districts comprise soviet union lead lithuanian communist_party breaking moscow raised expectations secessionist movements lithuania baltic republics among ethnic nationalities republics autonomous republics national districts comprise soviet union union soviet socialist republics ussr lithuania schaeffer robert,"['lithuania', 'stay', 'put', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union', 'lead', 'lithuanian', 'communist_party', 'breaking', 'moscow', 'raised', 'expectations', 'secessionist', 'movements', 'lithuania', 'baltic', 'republics', 'ethnic', 'nationalities', 'republics', 'autonomous', 'republics', 'national', 'districts', 'comprise', 'soviet', 'union', 'union', 'soviet', 'socialist', 'republics', 'ussr', 'lithuania', 'schaeffer', 'robert']",lithuania stay put lead lithuanian communist_party breaking moscow raised expectations secessionist movements lithuania baltic republics ethnic nationalities republics autonomous republics national districts comprise soviet union lead lithuanian communist_party breaking moscow raised expectations secessionist movements lithuania baltic republics ethnic nationalities republics autonomous republics national districts comprise soviet union union soviet socialist republics ussr lithuania schaeffer robert,49,57,,100,keep,True,389,42
1990,1990-05-03T05:00:00Z,1990s,May-Jun,A Way to Pressure Beijing,"LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.",,"LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.",Opinion,Editorial Desk,Op-Ed,article,691.0,"China; Tiananmen Square (Beijing); Burkhalter, Holly; BUSH, GEORGE (PRES); Fang Lizhi; United States International Relations; SANCTIONS (ECONOMIC); Demonstrations and Riots; Freedom and Human Rights; Immigration and Emigration; Political Prisoners; International Trade and World Market; MOST-FAVORED NATION TREATMENT",https://www.nytimes.com/1990/05/03/opinion/a-way-to-pressure-beijing.html,"A Way to Pressure Beijing LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.  LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.","A Way to Pressure Beijing LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr.  LEAD: President Bush is doubtless hoping that the final moments of his summit meeting with Mikhail Gorbachev on June 3 will distract Americans from the first anniversary of Tiananmen Square - and his Administration's failed China policy. But even Mr. Gorbachev's visit will not eclipse the fact that exactly one year after the People's Liberation Army massacred hundreds of peaceful demonstrators, Mr. China; Tiananmen Square (Beijing); Burkhalter, Holly; BUSH, GEORGE (PRES); Fang Lizhi; United States International Relations; SANCTIONS (ECONOMIC); Demonstrations and Riots; Freedom and Human Rights; Immigration and Emigration; Political Prisoners; International Trade and World Market; MOST-FAVORED NATION TREATMENT","['way', 'pressure', 'beijing', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'first', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'china', 'policy', 'even', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'one', 'year', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'first', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'china', 'policy', 'even', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'one', 'year', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr']","['way', 'pressure', 'beijing', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'first', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'china', 'policy', 'even', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'one', 'year', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'first', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'china', 'policy', 'even', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'one', 'year', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr', 'china', 'tiananmen', 'square', 'beijing', 'burkhalter', 'holly', 'bush', 'george', 'pres', 'fang', 'lizhi', 'united_states', 'international', 'relations', 'sanctions', 'economic', 'demonstrations', 'riots', 'freedom', 'human_rights', 'immigration', 'emigration', 'political', 'prisoners', 'international', 'trade', 'world', 'market', 'mostfavored', 'nation', 'treatment']",way pressure beijing lead president bush doubtless hoping final moments summit meeting mikhail gorbachev june distract americans first anniversary tiananmen square administrations failed china policy even mr gorbachevs visit eclipse fact exactly one year peoples liberation army massacred hundreds peaceful demonstrators mr lead president bush doubtless hoping final moments summit meeting mikhail gorbachev june distract americans first anniversary tiananmen square administrations failed china policy even mr gorbachevs visit eclipse fact exactly one year peoples liberation army massacred hundreds peaceful demonstrators mr china tiananmen square beijing burkhalter holly bush george pres fang lizhi united_states international relations sanctions economic demonstrations riots freedom human_rights immigration emigration political prisoners international trade world market mostfavored nation treatment,"['way', 'pressure', 'beijing', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'policy', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr', 'lead', 'president', 'bush', 'doubtless', 'hoping', 'final', 'moments', 'summit', 'meeting', 'mikhail', 'gorbachev', 'june', 'distract', 'americans', 'anniversary', 'tiananmen', 'square', 'administrations', 'failed', 'policy', 'mr', 'gorbachevs', 'visit', 'eclipse', 'fact', 'exactly', 'peoples', 'liberation', 'army', 'massacred', 'hundreds', 'peaceful', 'demonstrators', 'mr', 'tiananmen', 'square', 'beijing', 'burkhalter', 'holly', 'bush', 'george', 'fang', 'lizhi', 'united_states', 'international', 'relations', 'sanctions', 'economic', 'demonstrations', 'riots', 'freedom', 'human_rights', 'immigration', 'emigration', 'political', 'prisoners', 'international', 'trade', 'world', 'market', 'mostfavored', 'nation', 'treatment']",way pressure beijing lead president bush doubtless hoping final moments summit meeting mikhail gorbachev june distract americans anniversary tiananmen square administrations failed policy mr gorbachevs visit eclipse fact exactly peoples liberation army massacred hundreds peaceful demonstrators mr lead president bush doubtless hoping final moments summit meeting mikhail gorbachev june distract americans anniversary tiananmen square administrations failed policy mr gorbachevs visit eclipse fact exactly peoples liberation army massacred hundreds peaceful demonstrators mr tiananmen square beijing burkhalter holly bush george fang lizhi united_states international relations sanctions economic demonstrations riots freedom human_rights immigration emigration political prisoners international trade world market mostfavored nation treatment,81,112,,100,keep,True,389,42
1990,1990-07-01T05:00:00Z,1990s,Jul-Aug,"LONG ISLAND SOUND;

Eastward, or Westward, Ho!","LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.",,"LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.",New York,Long Island Weekly Desk,News,article,888.0,"KLAUS, BARBARA; Travel and Vacations",https://www.nytimes.com/1990/07/01/nyregion/long-island-sound-eastward-or-westward-ho.html,"LONG ISLAND SOUND;

Eastward, or Westward, Ho! LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.  LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.","LONG ISLAND SOUND;

Eastward, or Westward, Ho! LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta.  LEAD: LAST week, planning our annual vacation, I sat in the den poring over maps, guidebooks, calendars - and sipping a tall, cool, refreshing glass of Mylanta. KLAUS, BARBARA; Travel and Vacations","['long', 'island', 'sound', 'eastward', 'westward', 'ho', 'lead', 'last', 'week', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta', 'lead', 'last', 'week', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta']","['long', 'island', 'sound', 'eastward', 'westward', 'ho', 'lead', 'last', 'week', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta', 'lead', 'last', 'week', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta', 'klaus', 'barbara', 'travel', 'vacations']",long island sound eastward westward ho lead last week planning annual vacation sat den poring maps guidebooks calendars sipping tall cool refreshing glass mylanta lead last week planning annual vacation sat den poring maps guidebooks calendars sipping tall cool refreshing glass mylanta klaus barbara travel vacations,"['long', 'island', 'sound', 'eastward', 'westward', 'ho', 'lead', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta', 'lead', 'planning', 'annual', 'vacation', 'sat', 'den', 'poring', 'maps', 'guidebooks', 'calendars', 'sipping', 'tall', 'cool', 'refreshing', 'glass', 'mylanta', 'klaus', 'barbara', 'travel', 'vacations']",long island sound eastward westward ho lead planning annual vacation sat den poring maps guidebooks calendars sipping tall cool refreshing glass mylanta lead planning annual vacation sat den poring maps guidebooks calendars sipping tall cool refreshing glass mylanta klaus barbara travel vacations,42,46,,100,keep,True,389,42
1990,1990-09-02T05:00:00Z,1990s,Sep-Oct,Setting the Scenes For Exhibitions At Bruce Museum,"LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set.",,"LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set.",New York,Connecticut Weekly Desk,News,article,1211.0,"Bruce Museum (Greenwich, Conn); Liebenson, Bess; STUELPNAGEL, ANNE VON",https://www.nytimes.com/1990/09/02/nyregion/setting-the-scenes-for-exhibitions-at-bruce-museum.html,"Setting the Scenes For Exhibitions At Bruce Museum LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set.  LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set.","Setting the Scenes For Exhibitions At Bruce Museum LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set.  LEAD: THE costume worn daily by Anne von Stuelpnagel - dungarees and work shirt - has changed little over the years. The middle of three girls, she was raised on a farm near the Baltic Sea in northern Germany, and grew up helping with the chores and learning carpentry skills. When, at the age of 14, her father gave her a set of power tools, her vocation was inadvertently set. Bruce Museum (Greenwich, Conn); Liebenson, Bess; STUELPNAGEL, ANNE VON","['setting', 'scenes', 'exhibitions', 'bruce', 'museum', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'years', 'middle', 'three', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'years', 'middle', 'three', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set']","['setting', 'scenes', 'exhibitions', 'bruce', 'museum', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'years', 'middle', 'three', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'years', 'middle', 'three', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set', 'bruce', 'museum', 'greenwich', 'conn', 'liebenson', 'bess', 'stuelpnagel', 'anne', 'von']",setting scenes exhibitions bruce museum lead costume worn daily anne von stuelpnagel dungarees work shirt changed little years middle three girls raised farm near baltic sea northern germany grew helping chores learning carpentry skills age father gave set power tools vocation inadvertently set lead costume worn daily anne von stuelpnagel dungarees work shirt changed little years middle three girls raised farm near baltic sea northern germany grew helping chores learning carpentry skills age father gave set power tools vocation inadvertently set bruce museum greenwich conn liebenson bess stuelpnagel anne von,"['setting', 'scenes', 'exhibitions', 'bruce', 'museum', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'middle', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set', 'lead', 'costume', 'worn', 'daily', 'anne', 'von', 'stuelpnagel', 'dungarees', 'work', 'shirt', 'changed', 'little', 'middle', 'girls', 'raised', 'farm', 'near', 'baltic', 'sea', 'northern', 'germany', 'grew', 'helping', 'chores', 'learning', 'carpentry', 'skills', 'age', 'father', 'gave', 'set', 'power', 'tools', 'vocation', 'inadvertently', 'set', 'bruce', 'museum', 'greenwich', 'conn', 'liebenson', 'bess', 'stuelpnagel', 'anne', 'von']",setting scenes exhibitions bruce museum lead costume worn daily anne von stuelpnagel dungarees work shirt changed little middle girls raised farm near baltic sea northern germany grew helping chores learning carpentry skills age father gave set power tools vocation inadvertently set lead costume worn daily anne von stuelpnagel dungarees work shirt changed little middle girls raised farm near baltic sea northern germany grew helping chores learning carpentry skills age father gave set power tools vocation inadvertently set bruce museum greenwich conn liebenson bess stuelpnagel anne von,81,90,,100,keep,True,389,42
