decade,term,rank,neighbor,similarity
2020s,security,5.0,warning,0.5681012524909275
2020s,security,6.0,secrets,0.5414191996475419
2020s,security,7.0,artificial_intelligence,0.5190529377582548
2020s,security,8.0,surveillance,0.5190065474372192
2020s,security,9.0,technology,0.5142381328782796
2020s,security,10.0,computers,0.5121377019414606
2020s,security,11.0,devices,0.5079444944131789
2020s,security,12.0,state,0.5058722068772445
2020s,security,13.0,intelligence,0.49982791651137953
2020s,security,14.0,province,0.4992200648274886
2020s,security,15.0,department,0.4978781148176007
2020s,security,16.0,media,0.49075817147686607
2020s,security,17.0,ai,0.48616087463389235
2020s,security,18.0,according,0.47904654194715157
2020s,security,19.0,privacy,0.4762192741010417
2020s,security,20.0,propaganda,0.4728035405835589
2020s,taiwan,1.0,mountainside,0.7413368295462195
2020s,taiwan,2.0,wooded,0.7386593374049125
2020s,taiwan,3.0,northeastern,0.729653997295435
2020s,taiwan,4.0,went,0.6655073073456643
2020s,taiwan,5.0,helicopter,0.6369091803252729
2020s,taiwan,6.0,military,0.618994243349019
2020s,taiwan,7.0,event,0.6053957909339153
2020s,taiwan,8.0,crash,0.5863459788021819
2020s,taiwan,9.0,south_china_sea,0.5682148208139473
2020s,taiwan,10.0,carrying,0.565844928279218
2020s,taiwan,11.0,personnel,0.5618092575764715
2020s,taiwan,12.0,marcos,0.5575122051668414
2020s,taiwan,13.0,eye,0.5391006491641785
2020s,taiwan,14.0,forces,0.5224140688861223
2020s,taiwan,15.0,defense,0.5207520104380141
2020s,taiwan,16.0,turbulent,0.5206413117278335
2020s,taiwan,17.0,visit,0.5127470212040941
2020s,taiwan,18.0,die,0.5073123311583734
2020s,taiwan,19.0,ferdinand,0.5015389497013286
2020s,taiwan,20.0,steps,0.4940763306028911
2020s,chip,,term_not_in_vocabulary,
2020s,semiconductor,,term_not_in_vocabulary,
2020s,competition,1.0,electriccar,0.5980293723516357
2020s,competition,2.0,car,0.5749549467740058
2020s,competition,3.0,innovation,0.5672950873070839
2020s,competition,4.0,musk,0.5499829671902159
2020s,competition,5.0,batman,0.5493035887003812
2020s,competition,6.0,rupaul,0.5467018946906577
2020s,competition,7.0,series,0.5448803565355502
2020s,competition,8.0,elon,0.542826479726889
2020s,competition,9.0,electric,0.5400060670450062
2020s,competition,10.0,sales,0.5210378230435904
2020s,competition,11.0,america,0.5116400814209698
2020s,competition,12.0,reveal,0.5073379024815523
2020s,competition,13.0,model,0.5064660465421297
2020s,competition,14.0,run,0.48980295028755655
2020s,competition,15.0,forever,0.4826109254712064
2020s,competition,16.0,hybrid,0.48013854939578293
2020s,competition,17.0,openai,0.47565265078759644
2020s,competition,18.0,offered,0.4734158420189625
2020s,competition,19.0,tesla,0.47319749667488353
2020s,competition,20.0,labs,0.46936475607142447
